episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,23.78,0.23,77,10.31,25.92,5.08,20.83,0.88,0.09,-0.18,0.86,1.07,-0.32,2.16,1.47,1.21,4.83,0.09,0.25
2,32.91,0.2,80,19.2,26.48,5.03,21.45,0.74,0.08,-0.1,0.68,0.6,-0.22,2.33,1.64,1.75,5.71,0.08,0.32
3,34.8,0.22,78,12.97,25.78,4.32,21.46,0.51,0.22,0.36,0.44,-0.34,0.34,2.62,2.15,2.3,7.06,0.12,0.33
4,18.98,0.29,71,26.99,26.65,7.11,19.55,0.52,0.21,0.42,0.44,-0.33,0.43,2.38,1.8,2.21,6.39,0.12,0.34
5,37.46,0.18,82,27.1,27.9,6.37,21.54,0.78,0.08,-0.14,0.73,0.7,-0.27,2.27,1.57,1.54,5.38,0.02,0.35
6,36.66,0.15,85,22.21,28.09,5.76,22.33,0.81,0.07,-0.07,0.75,0.68,-0.09,1.69,0.98,1.34,4.01,0.03,0.4
7,48.98,0.12,88,11.06,29.37,3.76,25.61,0.31,0.69,2.29,0.36,-0.99,1.5,2.9,2.27,2.68,7.85,0.16,0.39
8,34.05,0.22,78,19.1,25.66,4.89,20.77,0.56,0.29,0.92,0.53,-0.07,0.32,2.64,1.96,2.15,6.76,0.06,0.35
9,15.19,0.26,74,38.11,32.05,7.07,24.97,0.52,0.22,0.37,0.45,-0.35,0.58,1.89,1.27,1.85,5.01,0.28,0.21
10,40.98,0.15,85,51.58,32.95,9.42,23.53,0.58,0.38,1.42,0.57,-0.09,0.48,2.42,1.61,1.93,5.96,0.13,0.23
11,29.69,0.23,77,57.35,30.18,9.69,20.49,0.48,0.28,0.75,0.42,-0.48,0.65,2.4,1.75,2.18,6.34,0.06,0.18
12,30.32,0.24,76,5,25.01,2.78,22.24,0.26,0.63,3.2,0.25,-1.29,1.32,2.8,2.09,2.82,7.71,0.19,0.18
13,35.69,0.2,80,11.18,25.39,4.31,21.08,0.47,0.28,0.94,0.4,-0.48,0.61,2.34,1.75,2.28,6.36,0.03,0.13
14,22.73,0.23,77,13.66,26.16,5.56,20.6,0.82,0.07,-0.09,0.76,0.74,-0.22,1.83,0.86,1.29,3.97,0.08,0.12
15,30.14,0.23,77,22.38,30.17,7.1,23.06,0.47,0.54,1.47,0.51,-0.4,0.91,2.77,2.0,2.29,7.05,0.2,0.12
16,28.07,0.23,77,17.66,27.99,7.19,20.81,0.71,0.07,-0.09,0.64,0.44,-0.12,2.1,1.46,1.69,5.25,0.09,0.14
17,38.63,0.19,81,11.19,28.72,4.62,24.1,0.3,0.63,2.11,0.31,-1.12,1.44,2.75,2.16,2.69,7.6,0.19,0.12
18,33.08,0.19,81,22.05,29.46,6.55,22.91,0.48,0.36,1.7,0.44,-0.45,0.64,2.47,1.69,2.17,6.33,0.15,0.12
19,41.4,0.14,86,16,28.67,6.07,22.6,0.8,0.08,-0.11,0.76,0.75,-0.27,2.1,1.08,1.46,4.65,0.04,0.12
20,46.11,0.16,84,22.43,29.49,6.94,22.55,0.38,0.54,1.25,0.39,-0.75,1.18,2.88,2.18,2.52,7.58,0.09,0.12
21,25.45,0.18,82,24.6,30.44,6.63,23.8,0.76,0.05,-0.03,0.68,0.47,0.0,1.49,0.77,1.28,3.54,0.17,0.81
22,50.27,0.08,92,2.48,27.98,1.74,26.24,0.78,0.08,-0.09,0.73,0.7,-0.24,2.34,1.65,1.59,5.58,0.17,0.12
23,50.66,0.07,93,28,33.75,7.53,26.22,0.48,0.3,0.55,0.41,-0.56,0.72,2.08,1.36,2.1,5.53,0.15,0.13
24,49.45,0.07,93,37.55,32.63,7.45,25.18,0.5,0.29,0.91,0.43,-0.5,0.77,1.9,1.15,2.02,5.08,0.11,0.12
25,47.51,0.1,90,34.31,32.27,8.54,23.73,0.64,0.04,0.02,0.53,0.08,0.11,1.79,1.13,1.61,4.53,0.06,0.12
