episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,37.62,0.26,74,10.93,26.71,5.36,21.35,0.79,0.08,-0.05,0.74,0.71,-0.21,2.4,1.77,1.86,6.04,0.16,0.12
2,41.6,0.19,81,24.4,28.65,5.07,23.58,0.51,0.36,0.58,0.48,-0.38,0.79,2.42,1.64,2.24,6.3,0.18,0.12
3,49.28,0.2,80,10.38,25.91,3.69,22.22,0.32,0.61,1.89,0.33,-1.02,1.35,2.66,1.98,2.54,7.18,0.13,0.12
4,32.57,0.22,78,30.12,29.97,7.28,22.69,0.69,0.06,-0.05,0.61,0.33,-0.1,1.94,1.24,1.49,4.67,0.17,0.14
5,40.68,0.18,82,28.49,28.66,6.66,22.0,0.33,0.47,1.96,0.3,-0.93,0.88,2.94,2.37,2.76,8.06,0.08,0.17
6,45.93,0.17,83,23.33,28.02,5.9,22.12,0.56,0.32,0.76,0.53,-0.15,0.51,2.3,1.6,2.04,5.94,0.07,0.12
7,45.23,0.23,77,8.26,24.53,3.07,21.45,0.9,0.09,-0.17,0.87,1.06,-0.34,2.14,1.21,1.26,4.61,0.13,0.12
8,38.68,0.22,78,21.23,26.7,5.34,21.36,0.45,0.48,1.86,0.45,-0.57,0.9,2.54,1.77,2.33,6.64,0.11,0.13
9,36.39,0.2,80,29.8,28.81,6.23,22.58,0.52,0.37,1.25,0.5,-0.29,0.7,2.45,1.82,2.17,6.45,0.16,0.12
10,25.9,0.2,80,45.6,31.21,9.14,22.08,0.66,0.29,0.77,0.65,0.2,0.35,2.42,1.55,2.0,5.98,0.12,0.13
11,19.97,0.19,81,56.89,32.51,9.67,22.84,0.62,0.26,0.34,0.6,0.1,0.37,2.25,1.49,1.83,5.57,0.13,0.12
12,49.17,0.22,78,5.21,23.63,2.86,20.77,0.49,0.28,0.36,0.44,-0.39,0.54,2.35,1.69,2.1,6.14,0.06,0.13
13,53.62,0.17,83,12.12,26.46,4.46,22.0,0.37,0.52,2.25,0.37,-0.76,1.03,2.98,2.43,2.65,8.06,0.06,0.12
14,41.83,0.22,78,16.05,27.02,6.15,20.87,0.31,0.53,1.48,0.3,-1.05,1.26,2.59,1.95,2.58,7.12,0.07,0.12
15,45.12,0.17,83,23.43,31.72,7.36,24.36,0.77,0.05,-0.03,0.68,0.48,-0.02,1.54,0.81,1.18,3.53,0.18,0.12
16,48.52,0.17,83,18.8,29.99,7.27,22.72,0.95,0.1,-0.22,0.95,1.32,-0.45,2.08,1.35,1.11,4.54,0.12,0.12
17,58.92,0.15,85,9.65,26.79,3.94,22.85,0.65,0.04,0.11,0.53,0.04,0.09,1.49,0.79,1.65,3.93,0.09,0.12
18,44.63,0.2,80,16.95,28.41,5.64,22.78,0.41,0.39,1.55,0.37,-0.7,0.91,2.25,1.5,2.22,5.98,0.15,0.12
19,43.28,0.2,80,18.68,29.72,6.45,23.28,0.57,0.28,1.25,0.52,-0.21,0.62,2.38,1.74,2.08,6.19,0.18,0.13
20,28.24,0.27,73,23.12,29.28,6.9,22.38,0.53,0.45,1.39,0.54,-0.22,0.72,2.56,1.84,2.11,6.51,0.22,0.15
21,37.79,0.19,81,29.31,32.02,7.2,24.81,0.22,0.65,2.89,0.22,-1.35,1.27,3.02,2.35,3.09,8.46,0.21,0.69
22,84.43,0.04,96,2.39,29.38,1.69,27.69,0.67,0.17,0.35,0.62,0.23,0.19,2.12,1.34,1.62,5.09,0.18,0.13
23,56.94,0.08,92,27.96,34.5,7.52,26.98,0.72,0.04,0.03,0.61,0.25,0.08,1.52,0.77,1.47,3.76,0.2,0.16
24,47.89,0.1,90,36.53,32.24,7.11,25.13,0.39,0.52,1.4,0.39,-0.72,0.95,3.02,2.24,2.72,7.99,0.15,0.15
25,43.36,0.11,89,40.09,34.03,8.82,25.21,0.42,0.39,1.26,0.37,-0.72,0.76,2.45,1.7,2.43,6.57,0.15,0.15
26,84.25,0.04,96,2.94,28.32,2.05,26.27,0.49,0.34,1.4,0.45,-0.4,0.62,2.38,1.71,2.13,6.23,0.12,0.16
27,63.07,0.09,91,17.03,34.78,6.47,28.31,0.41,0.34,1.13,0.37,-0.59,0.67,2.38,1.81,2.22,6.42,0.23,0.21
28,38.52,0.18,82,30.09,34.42,6.91,27.51,0.25,0.6,2.15,0.25,-1.2,1.44,2.88,2.29,2.72,7.89,0.29,0.18
29,57.54,0.11,89,19.84,34.58,7.37,27.21,0.95,0.1,-0.26,0.95,1.32,-0.47,2.18,1.2,1.06,4.44,0.19,0.18
30,54.89,0.1,90,26.53,32.89,6.23,26.67,0.63,0.36,0.96,0.65,0.19,0.42,2.48,1.87,1.91,6.26,0.18,0.18
31,54.8,0.09,91,29.36,31.86,6.9,24.97,0.9,0.1,-0.17,0.88,1.12,-0.36,2.34,1.44,1.36,5.14,0.12,0.26
32,50.63,0.12,88,28.18,31.32,7.14,24.18,0.68,0.07,-0.05,0.61,0.37,-0.12,2.4,1.76,1.8,5.96,0.12,0.27
33,28.99,0.13,87,56.64,32.67,9.66,23.01,0.7,0.06,-0.01,0.62,0.35,-0.06,2.18,1.52,1.82,5.52,0.06,0.18
34,75.75,0.08,92,3.59,29.92,2.4,27.52,0.46,0.43,2.11,0.43,-0.59,0.75,2.48,1.82,2.36,6.65,0.2,0.18
35,54.41,0.11,89,25.75,29.67,6.3,23.37,0.28,0.73,2.34,0.32,-1.12,1.62,3.0,2.3,2.72,8.02,0.04,0.17
36,50.89,0.13,87,25.54,30.61,6.4,24.21,0.55,0.41,1.12,0.56,-0.11,0.59,2.59,1.76,2.02,6.37,0.14,0.18
37,49.18,0.11,89,32.54,31.73,8.4,23.33,0.43,0.5,1.81,0.43,-0.64,0.95,2.52,1.68,2.35,6.55,0.02,0.19
38,66.97,0.12,88,5.85,27.78,3.19,24.59,0.66,0.19,0.7,0.6,0.11,0.28,1.8,1.04,1.59,4.43,0.15,0.22
39,47.05,0.16,84,23.81,29.6,5.95,23.64,0.44,0.33,0.81,0.39,-0.56,0.73,2.46,1.89,2.31,6.67,0.16,0.23
40,76.64,0.07,93,5.23,29.05,2.25,26.8,0.63,0.07,-0.04,0.55,0.22,-0.18,2.55,1.92,2.04,6.52,0.15,0.2
41,64.57,0.11,89,11.04,30.74,3.78,26.97,0.25,0.64,2.66,0.26,-1.25,1.32,3.14,2.56,3.03,8.73,0.2,1.8
42,79.09,0.04,96,8.62,31.94,4.69,27.25,0.55,0.35,0.88,0.52,-0.22,0.71,2.38,1.82,2.09,6.3,0.16,0.38
43,46.63,0.11,89,35.35,34.38,7.98,26.4,0.44,0.37,0.68,0.42,-0.5,0.83,2.7,2.11,2.39,7.2,0.2,0.26
44,47.28,0.12,88,31.31,36.87,7.39,29.48,0.8,0.11,-0.12,0.78,0.8,-0.23,2.17,1.36,1.34,4.88,0.29,0.26
45,52.98,0.06,94,38.38,32.73,8.11,24.62,0.73,0.06,-0.06,0.65,0.42,-0.15,1.97,1.18,1.55,4.7,0.04,0.28
46,68.18,0.09,91,10.19,34.01,5.54,28.46,0.3,0.56,2.44,0.29,-1.1,1.26,2.63,1.89,2.7,7.22,0.24,0.24
47,49.56,0.08,92,38.65,32.57,7.2,25.37,0.7,0.25,0.29,0.69,0.42,0.17,2.36,1.7,1.64,5.7,0.13,0.25
48,42.48,0.09,91,45.27,35.66,8.52,27.14,0.75,0.06,-0.02,0.67,0.47,-0.03,2.07,1.37,1.79,5.23,0.2,0.25
49,51.8,0.15,85,19.39,29.48,6.51,22.96,0.6,0.33,1.39,0.59,0.03,0.36,2.62,1.92,2.02,6.56,0.1,0.25
50,75.04,0.04,96,13.76,32.51,4.3,28.21,0.54,0.24,0.26,0.5,-0.09,0.27,2.58,1.85,2.03,6.47,0.2,0.24
51,85.37,0.03,97,3.6,29.56,2.3,27.26,0.64,0.04,0.01,0.54,0.08,-0.03,2.03,1.42,1.73,5.19,0.15,0.26
52,75.78,0.05,95,11.05,30.21,2.95,27.26,0.54,0.4,1.39,0.54,-0.18,0.53,2.77,1.98,2.21,6.96,0.18,0.33
53,38.96,0.17,83,33.12,30.61,6.44,24.17,0.84,0.08,-0.11,0.8,0.86,-0.28,2.01,1.35,1.32,4.69,0.19,0.25
54,72.63,0.04,96,17.62,30.21,5.15,25.06,0.55,0.3,0.99,0.51,-0.15,0.35,2.75,2.09,2.25,7.09,0.03,0.25
55,62.13,0.09,91,18.11,35.49,5.25,30.24,0.47,0.45,1.18,0.46,-0.51,0.91,2.5,1.77,2.42,6.69,0.28,0.23
56,73.63,0.05,95,13.86,30.36,4.97,25.39,0.59,0.23,0.48,0.55,0.04,0.27,2.56,1.92,1.99,6.46,0.07,0.27
57,60.28,0.12,88,14.27,31.64,4.55,27.09,0.67,0.23,0.75,0.63,0.22,0.27,1.98,1.27,1.5,4.75,0.22,0.27
58,85.0,0.02,98,6.29,30.39,3.37,27.02,0.71,0.06,-0.01,0.62,0.33,0.02,1.82,1.14,1.39,4.35,0.12,0.33
59,64.44,0.07,93,19.81,35.52,5.86,29.66,0.62,0.13,0.61,0.52,-0.11,0.25,1.63,0.85,1.62,4.11,0.27,0.3
60,67.9,0.07,93,17.12,28.9,3.98,24.92,0.35,0.47,1.12,0.33,-0.87,1.03,2.45,1.81,2.37,6.62,0.08,0.33
61,47.53,0.12,88,32.11,33.01,7.74,25.27,0.01,0.97,3.23,0.08,-2.07,2.33,3.35,2.8,3.44,9.59,0.16,0.35
62,81.86,0.04,96,5.94,28.78,3.22,25.56,0.65,0.05,-0.0,0.54,0.13,0.01,1.88,1.12,1.62,4.6,0.08,2.03
63,71.59,0.06,94,13.7,31.82,6.54,25.28,0.45,0.33,0.9,0.4,-0.59,0.71,2.65,2.0,2.42,7.06,0.1,0.29
64,83.3,0.02,98,7,35.29,3.98,31.31,0.79,0.19,0.1,0.79,0.77,-0.09,2.39,1.49,1.56,5.44,0.27,0.21
65,61.4,0.01,99,35.28,41.81,7.87,33.94,0.5,0.35,0.49,0.47,-0.31,0.62,2.64,2.05,2.28,6.97,0.32,0.15
66,60.17,0.03,97,34.89,34.38,6.65,27.73,0.57,0.17,0.66,0.47,-0.28,0.41,1.97,1.36,1.91,5.24,0.18,0.14
67,47.2,0.1,90,36.77,34.69,7.85,26.84,0.89,0.09,-0.18,0.87,1.08,-0.39,2.32,1.48,1.38,5.18,0.21,0.13
68,75.77,0.03,97,15.28,32.19,5.47,26.72,0.58,0.17,0.47,0.48,-0.28,0.53,1.61,1.03,1.76,4.4,0.12,0.14
69,45.48,0.14,86,31.2,29.72,6.33,23.4,0.59,0.07,-0.01,0.49,0.06,-0.03,2.42,1.77,1.98,6.16,0.1,0.13
70,60.84,0.09,91,20.57,33.29,6.35,26.95,0.77,0.06,-0.01,0.69,0.5,-0.06,1.91,1.19,1.45,4.55,0.2,0.13
71,70.48,0.08,92,10.65,30.39,3.24,27.15,0.72,0.27,0.45,0.72,0.46,0.14,2.26,1.4,1.67,5.34,0.2,0.12
72,65.08,0.03,97,29.2,32.08,6.06,26.02,0.48,0.44,1.49,0.47,-0.45,0.83,2.47,1.69,2.25,6.41,0.1,0.13
73,83.68,0.02,98,5.77,37.75,3.1,34.65,0.29,0.56,1.69,0.28,-1.1,1.33,2.74,2.09,2.57,7.41,0.34,0.13
74,71.29,0.05,95,15.92,33.84,6.22,27.62,0.25,0.64,1.93,0.25,-1.3,1.57,2.72,2.08,2.72,7.52,0.19,0.13
75,49.17,0.05,95,44.35,36.86,7.28,29.58,0.83,0.09,-0.18,0.81,0.94,-0.32,2.1,1.41,1.3,4.82,0.24,0.13
76,70.68,0.07,93,11.97,33.48,6.06,27.42,0.22,0.65,1.97,0.23,-1.31,1.35,2.94,2.17,2.77,7.88,0.18,0.12
77,58.62,0.06,94,30.12,35.07,6.44,28.64,0.49,0.47,0.86,0.51,-0.35,0.91,2.82,2.08,2.37,7.28,0.21,0.12
78,62.16,0.05,95,28.13,33.51,7.74,25.77,0.6,0.25,0.33,0.57,0.08,0.19,2.32,1.61,1.75,5.67,0.11,0.13
79,73.72,0.05,95,13.56,30.95,4.93,26.02,0.12,0.82,3.22,0.16,-1.7,1.98,3.14,2.45,3.13,8.72,0.12,0.13
80,56.06,0.07,93,32.02,32.66,6.53,26.13,0.47,0.29,1.48,0.4,-0.57,0.6,2.36,1.75,2.33,6.44,0.16,0.13
81,67.45,0.04,96,24.06,31.38,5.4,25.98,0.27,0.59,2.08,0.27,-1.19,1.44,2.66,2.05,2.59,7.3,0.11,0.14
82,73.41,0.05,95,13.71,31.83,4.61,27.22,0.37,0.47,1.48,0.33,-0.92,1.14,2.3,1.57,2.39,6.25,0.17,0.76
83,77.8,0.03,97,12.6,32.34,6.03,26.31,0.74,0.04,0.01,0.64,0.31,0.07,1.58,0.97,1.5,4.05,0.1,0.14
84,87.11,0.02,98,2.39,34.33,1.69,32.63,0.54,0.34,1.16,0.5,-0.31,0.72,2.2,1.56,2.02,5.79,0.29,0.14
85,57.37,0.04,96,34.73,39.9,7.25,32.65,0.7,0.16,0.21,0.67,0.5,-0.13,2.35,1.64,1.74,5.73,0.31,0.14
86,85.57,0.03,97,3.67,28.45,2.43,26.02,0.75,0.06,-0.05,0.67,0.48,-0.05,1.86,1.12,1.5,4.47,0.1,0.13
87,71.72,0.04,96,17.83,33.45,6.52,26.94,0.58,0.18,0.58,0.5,-0.15,0.39,1.96,1.34,1.79,5.09,0.16,0.14
88,79.66,0.05,95,5.89,30.26,3.29,26.97,0.58,0.06,-0.06,0.49,0.08,-0.03,2.27,1.62,1.83,5.73,0.17,0.14
89,86.36,0.01,99,6.55,31.75,4.15,27.6,0.44,0.47,1.62,0.43,-0.62,1.01,2.48,1.75,2.35,6.59,0.14,0.14
90,89.08,0.01,99,2.39,34.04,1.7,32.34,0.41,0.52,1.51,0.41,-0.71,1.13,2.65,1.97,2.46,7.08,0.28,0.14
91,78.31,0.03,97,11.63,33.35,4.95,28.39,0.63,0.2,0.38,0.58,0.15,0.18,2.27,1.47,1.9,5.64,0.2,0.16
92,68.35,0.04,96,22.85,31.48,5.17,26.31,0.61,0.23,0.67,0.57,0.03,0.26,2.12,1.48,1.85,5.46,0.12,0.14
93,59.47,0.02,98,36.39,39.42,7.83,31.59,0.86,0.08,-0.15,0.81,0.88,-0.21,1.8,1.05,1.11,3.96,0.26,0.13
94,74.29,0.07,93,7.96,30.55,3.56,26.99,0.77,0.07,-0.08,0.7,0.56,-0.12,1.86,1.11,1.45,4.42,0.19,0.12
95,64.36,0.03,97,29.96,32.67,6.36,26.31,0.19,0.7,2.38,0.21,-1.42,1.63,3.1,2.44,3.1,8.65,0.11,0.13
96,74.08,0.05,95,6.89,51.51,4.37,47.14,0.73,0.05,0.04,0.64,0.33,0.03,1.5,0.78,1.42,3.7,0.48,0.13
97,54.54,0.06,94,35.45,35.49,7.81,27.68,0.61,0.23,0.38,0.57,0.05,0.34,2.34,1.71,1.97,6.02,0.2,0.13
98,82.46,0.02,98,6.29,41.2,4.02,37.18,0.59,0.16,0.53,0.52,0.03,0.13,2.59,1.98,2.18,6.76,0.35,0.14
99,80.09,0.03,97,9.26,33.56,4.94,28.62,0.47,0.35,0.9,0.42,-0.59,0.96,1.98,1.37,2.02,5.37,0.2,0.13
100,52.81,0.04,96,41.5,37.28,8.7,28.58,0.52,0.32,0.7,0.5,-0.2,0.51,2.57,1.91,2.18,6.66,0.21,0.12
101,58.0,0.03,97,36.74,37.57,7.96,29.61,0.37,0.51,1.38,0.37,-0.75,1.07,2.72,2.08,2.41,7.22,0.22,0.13
102,87.2,0.01,99,6.06,29.82,3.32,26.51,0.58,0.26,0.76,0.54,-0.09,0.46,2.22,1.61,1.89,5.72,0.09,0.13
103,66.99,0.04,96,24.56,31.72,6.07,25.65,0.69,0.24,0.73,0.67,0.29,0.22,2.24,1.41,1.88,5.53,0.09,0.74
104,73.82,0.03,97,17.74,32.41,5.28,27.13,0.72,0.24,0.39,0.7,0.41,0.15,2.17,1.38,1.68,5.24,0.15,0.13
105,76.25,0.01,99,18.73,34.01,6.89,27.11,0.57,0.35,1.08,0.56,-0.06,0.43,2.61,1.9,2.04,6.54,0.12,0.13
106,76.33,0.04,96,10.81,36.66,5.77,30.9,0.47,0.43,1.66,0.47,-0.44,0.67,2.27,1.47,2.03,5.77,0.27,0.13
107,74.69,0.01,99,20.59,34.45,6.41,28.04,0.43,0.36,0.78,0.38,-0.69,0.91,2.1,1.46,2.2,5.77,0.17,0.13
108,73.15,0.01,99,22.38,34.99,4.65,30.34,0.45,0.44,1.26,0.43,-0.6,1.02,2.38,1.79,2.25,6.42,0.24,0.14
109,70.49,0.05,95,17.18,33.18,4.78,28.4,0.48,0.41,1.81,0.47,-0.42,0.68,2.5,1.7,2.3,6.5,0.22,0.12
110,77.31,0.02,98,15.94,31.15,4.21,26.94,0.69,0.05,0.04,0.59,0.25,-0.03,2.24,1.74,1.95,5.93,0.13,0.13
111,61.23,0.03,97,33.32,35.02,8.48,26.54,0.7,0.06,-0.07,0.62,0.34,-0.08,1.89,1.11,1.55,4.55,0.13,0.12
112,58.89,0.02,98,38.9,33.58,7.21,26.37,0.46,0.29,0.5,0.41,-0.48,0.75,2.35,1.69,2.22,6.26,0.1,0.13
113,79.67,0.06,94,3.46,29.91,2.38,27.53,0.45,0.32,0.69,0.38,-0.66,0.94,2.23,1.62,2.36,6.21,0.2,0.13
114,57.72,0.04,96,36,34.14,8.62,25.52,0.51,0.22,0.39,0.44,-0.35,0.5,2.31,1.8,2.12,6.24,0.07,0.14
115,88.95,0.0,100,5.92,30.88,3.75,27.14,0.82,0.07,-0.07,0.76,0.7,-0.14,1.75,0.97,1.28,4.0,0.12,0.13
116,72.86,0.02,98,21.36,32.15,4.52,27.63,0.48,0.34,1.35,0.42,-0.58,0.92,1.99,1.42,1.98,5.39,0.16,0.18
117,83.1,0.02,98,7,36.1,4.43,31.67,0.72,0.07,-0.08,0.65,0.46,-0.13,1.97,1.24,1.4,4.6,0.27,0.13
118,79.4,0.02,98,13.06,31.79,5.46,26.33,0.44,0.33,0.84,0.38,-0.6,0.78,2.35,1.78,2.18,6.31,0.1,0.13
119,64.33,0.03,97,29.53,34.23,6.79,27.44,0.56,0.26,0.89,0.49,-0.28,0.66,1.91,1.34,1.91,5.16,0.16,0.13
120,61.46,0.03,97,33.38,33.79,7.42,26.37,0.6,0.06,-0.03,0.5,0.05,-0.09,2.5,1.97,2.06,6.53,0.12,0.13
121,70.56,0.01,99,25.82,34.55,6.18,28.36,0.53,0.38,1.0,0.52,-0.21,0.65,2.74,2.11,2.33,7.18,0.17,0.13
122,79.67,0.02,98,12.67,31.91,4.52,27.39,0.28,0.55,2.15,0.27,-1.09,1.19,2.95,2.3,2.78,8.02,0.15,0.13
123,80.12,0.01,99,14.28,32.43,4.97,27.45,0.78,0.08,-0.18,0.75,0.77,-0.31,2.15,1.32,1.3,4.78,0.14,0.81
124,79.38,0.02,98,12.01,35.35,6.09,29.27,0.37,0.44,1.0,0.34,-0.81,1.05,2.55,1.92,2.52,6.99,0.2,0.13
125,59.79,0.04,96,32.81,35.7,7.55,28.15,0.52,0.39,0.94,0.5,-0.34,0.84,2.27,1.54,2.04,5.85,0.19,0.13
126,46.28,0.06,94,46.03,37.15,8.64,28.51,0.72,0.09,-0.14,0.66,0.57,-0.24,2.31,1.54,1.77,5.62,0.2,0.13
127,70.16,0.05,95,17.66,33.02,5.12,27.89,0.31,0.5,1.69,0.29,-0.94,1.04,2.95,2.34,2.76,8.04,0.2,0.12
128,78.66,0.02,98,13.88,32.22,5.65,26.57,0.51,0.36,1.39,0.48,-0.39,0.73,2.3,1.6,2.05,5.95,0.11,0.13
129,59.08,0.07,93,28.19,31.77,6.46,25.31,0.7,0.28,0.38,0.7,0.38,0.29,2.19,1.52,1.66,5.37,0.12,0.12
130,73.18,0.04,96,16.81,30.48,4.09,26.4,0.3,0.55,2.46,0.27,-1.19,1.38,2.6,1.94,2.65,7.19,0.11,0.12
131,74.66,0.0,100,23.38,32.66,4.76,27.9,0.54,0.32,0.4,0.51,-0.19,0.57,2.54,1.83,2.1,6.47,0.14,0.13
132,64.68,0.06,94,23.17,31.16,6.2,24.96,0.46,0.3,0.82,0.4,-0.5,0.55,2.52,1.89,2.31,6.72,0.07,0.13
133,66.22,0.01,99,29.64,40.2,6.18,34.02,0.66,0.04,0.05,0.54,0.09,0.11,1.79,1.17,1.66,4.62,0.32,0.13
134,78.06,0.01,99,16.4,34.07,6.86,27.21,0.5,0.51,1.78,0.53,-0.3,0.75,2.77,1.94,2.2,6.91,0.13,0.12
135,88.4,0.02,98,2.49,28.48,1.74,26.73,0.27,0.57,1.49,0.26,-1.16,1.46,3.04,2.47,2.87,8.38,0.12,0.12
