episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,17.2,0.23,77,11.01,28.64,5.4,23.25,-0.9,2.56,1.62,-0.49,-0.63,0.58,2.64,2.26,2.23,0.48,0.58,0.14
2,28.6,0.17,83,21.57,65.99,5.31,60.67,-0.45,1.12,1.89,-0.22,-0.47,0.18,2.68,1.98,2.98,0.45,0.4,0.24
3,25.8,0.19,81,10.32,110.2,3.69,106.52,0.13,-0.78,0.08,0.15,-0.13,-0.2,2.65,1.84,3.72,0.45,0.75,0.35
4,8.07,0.28,72,27.04,153.12,7.2,145.92,-0.68,1.94,0.67,-0.36,-0.59,0.59,2.92,2.36,2.32,0.5,0.46,0.14
5,26.07,0.17,83,24.7,181.43,5.84,175.59,-1.37,5.12,2.39,-0.86,-1.49,1.55,3.11,2.66,2.57,0.48,0.6,0.18
6,15.87,0.25,75,19.68,222.65,5.5,217.15,-0.42,1.29,1.35,-0.23,-0.64,0.35,2.73,2.05,3.49,0.46,0.62,0.13
7,28.13,0.16,84,8.9,256.33,3.24,253.1,-0.31,-0.04,-0.05,-0.09,0.06,-0.12,2.66,2.05,1.95,0.48,0.75,0.14
8,26.07,0.19,81,17.8,306.53,4.93,301.6,-1.05,3.51,2.76,-0.63,-1.02,0.77,2.7,2.36,2.49,0.44,0.37,0.13
9,8.53,0.27,73,31.82,342.77,6.14,336.63,-1.44,4.91,5.05,-0.94,-1.39,1.04,2.96,2.96,1.93,0.51,0.59,0.13
10,22.87,0.2,80,46.4,386.6,9.18,377.42,-0.47,1.21,1.25,-0.25,-0.51,0.31,2.75,2.26,2.69,0.46,0.37,0.16
11,18.6,0.21,79,56.71,424.59,9.66,414.94,-0.96,3.11,2.93,-0.59,-0.95,0.48,3.05,2.52,2.65,0.5,0.36,0.12
12,25.87,0.17,83,5.93,453.32,3.17,450.14,-0.76,1.92,1.64,-0.4,-0.49,0.45,2.8,2.14,2.08,0.48,0.62,0.14
13,23.13,0.19,81,11.8,499.79,4.33,495.46,-1.22,4.24,3.04,-0.76,-1.24,0.87,3.01,2.59,2.64,0.48,0.45,0.14
14,27.93,0.17,83,14.36,542.18,5.87,536.31,0.03,-0.57,0.01,0.1,-0.08,-0.15,2.68,1.93,3.24,0.46,0.63,0.12
15,23.33,0.21,79,24.03,591.37,7.3,584.08,-0.04,-0.54,0.05,0.04,-0.09,-0.22,2.62,1.92,2.78,0.44,0.56,0.13
16,19.4,0.2,80,17.5,633.82,7.02,626.8,-1.75,6.36,5.8,-1.16,-1.86,1.37,3.35,2.85,2.16,0.51,0.69,0.12
17,27.8,0.15,85,12.42,660.52,4.57,655.95,-1.01,3.33,3.2,-0.64,-1.05,0.89,2.91,2.6,2.21,0.5,0.37,0.12
18,31.8,0.14,86,21.02,715.59,6.38,709.21,-0.83,2.75,3.85,-0.54,-1.0,0.53,2.76,2.43,2.95,0.47,0.53,0.14
19,21.93,0.21,79,16.73,751.15,6.18,744.96,-0.67,1.76,1.56,-0.37,-0.56,0.45,2.57,2.1,2.37,0.46,0.34,0.2
20,20.93,0.2,80,19.55,786.72,6.5,780.22,-1.4,5.1,3.92,-0.9,-1.52,1.46,3.11,2.65,2.36,0.49,0.61,0.17
21,16.47,0.23,77,25.13,823.45,6.78,816.68,-0.99,2.96,2.74,-0.59,-0.79,0.79,2.75,2.51,1.95,0.49,0.55,1.49
22,42.53,0.06,94,2.41,874.64,1.71,872.94,-0.12,-0.39,-0.04,0.01,-0.05,-0.19,2.76,1.97,2.71,0.48,0.53,0.16
23,46.0,0.07,93,28.33,922.54,7.61,914.92,0.11,-0.77,0.11,0.14,-0.12,-0.24,2.61,1.73,3.73,0.43,0.75,0.13
24,41.33,0.07,93,38.19,973.52,7.72,965.81,-0.58,1.42,1.84,-0.32,-0.44,0.23,2.94,2.3,2.3,0.48,0.45,0.14
25,48.73,0.04,96,35.17,1021.46,8.58,1012.88,0.12,-0.79,0.04,0.14,-0.14,-0.16,2.65,1.84,3.8,0.45,0.75,0.12
26,37.87,0.09,91,3.25,1062.19,2.23,1059.96,-1.2,4.16,2.94,-0.75,-1.24,1.02,2.94,2.68,2.55,0.48,0.44,0.13
27,45.47,0.05,95,15.95,1099.95,6.26,1093.68,-0.5,1.54,2.58,-0.31,-0.72,0.21,2.74,2.23,3.12,0.47,0.6,0.13
28,38.13,0.11,89,34.88,1178.38,7.46,1170.92,-0.85,2.88,2.77,-0.53,-1.01,0.66,2.65,2.36,3.07,0.45,0.52,0.13
29,42.2,0.06,94,20.48,1203.38,7.48,1195.89,-1.38,4.71,3.13,-0.85,-1.32,1.1,3.19,2.53,2.16,0.49,0.54,0.13
30,31.4,0.13,87,25.69,1225.31,5.86,1219.45,-0.69,2.09,2.28,-0.4,-0.7,0.48,2.85,2.28,2.75,0.49,0.32,0.13
31,46.33,0.05,95,33.39,1289.02,7.48,1281.54,-0.47,1.5,1.47,-0.28,-0.7,0.32,2.77,2.31,3.21,0.46,0.61,0.15
32,45.93,0.06,94,31.44,1350.81,7.68,1343.13,-0.5,1.58,1.45,-0.25,-0.61,0.4,2.86,2.1,2.99,0.45,0.5,0.14
33,45.33,0.05,95,54.57,1386.0,9.56,1376.44,-0.71,2.0,1.88,-0.38,-0.61,0.28,3.01,2.21,2.54,0.47,0.36,0.15
34,39.8,0.09,91,4.34,1441.77,2.83,1438.95,-0.64,1.79,1.75,-0.35,-0.57,0.41,2.82,2.03,2.48,0.46,0.33,0.14
35,37.4,0.11,89,26.56,1485.46,6.44,1479.01,-0.33,0.93,1.57,-0.17,-0.55,0.29,2.72,2.1,3.28,0.46,0.64,0.16
36,35.53,0.11,89,26.7,1535.43,6.46,1528.97,-1.08,3.86,3.01,-0.68,-1.23,0.97,3.01,2.45,2.82,0.48,0.53,0.12
37,40.27,0.07,93,29.76,1555.92,8.26,1547.66,-1.15,3.69,2.91,-0.7,-1.0,0.91,3.08,2.61,1.87,0.49,0.5,0.13
38,45.73,0.06,94,6.36,1577.35,3.41,1573.94,-0.12,-0.4,-0.02,0.01,-0.03,-0.1,2.38,2.01,2.81,0.45,0.53,0.14
39,38.8,0.07,93,21.16,1664.95,5.81,1659.14,-1.58,5.42,5.43,-1.03,-1.54,1.2,3.13,2.82,1.89,0.51,0.62,0.12
40,40.53,0.06,94,9.66,1696.56,3.29,1693.28,-0.94,2.86,2.5,-0.57,-0.82,0.81,3.16,2.66,1.86,0.5,0.55,0.14
41,40.53,0.06,94,14.18,1729.57,4.44,1725.13,-1.6,5.54,4.42,-1.03,-1.58,1.33,3.0,2.85,2.04,0.5,0.63,0.85
42,48.2,0.03,97,9.44,1785.96,5.02,1780.95,-0.35,0.66,0.69,-0.12,-0.26,0.01,2.6,2.08,2.8,0.47,0.42,0.13
43,42.87,0.06,94,37.56,1855.97,8.05,1847.91,-1.11,3.91,3.49,-0.71,-1.27,0.9,3.04,2.47,2.74,0.48,0.54,0.13
44,44.47,0.07,93,24.15,1877.44,6.84,1870.6,-0.63,1.93,3.03,-0.41,-0.82,0.47,2.44,2.38,3.3,0.45,0.58,0.12
45,49.6,0.01,99,33.78,1956.14,7.88,1948.26,-1.3,4.32,3.49,-0.8,-1.19,1.03,3.08,2.62,2.11,0.49,0.54,0.13
46,42.47,0.07,93,10.05,2020.24,5.51,2014.73,-0.83,2.51,1.66,-0.47,-0.78,0.58,2.87,2.26,2.55,0.47,0.33,0.14
47,46.8,0.04,96,36.46,2046.06,7.16,2038.9,-0.83,2.27,1.48,-0.45,-0.55,0.69,2.72,2.29,2.2,0.47,0.6,0.19
48,54.6,0.0,100,35.32,2112.02,7.82,2104.2,-0.28,-0.05,-0.07,-0.05,0.08,-0.19,2.56,1.93,2.34,0.45,0.69,0.13
49,48.13,0.03,97,21.2,2143.72,6.69,2137.03,-0.18,-0.29,-0.06,-0.02,-0.0,-0.09,2.8,1.97,2.46,0.47,0.62,0.13
50,45.8,0.03,97,9.64,2199.98,3.42,2196.56,-1.17,4.06,3.27,-0.73,-1.24,0.92,3.04,2.53,2.8,0.5,0.46,0.15
51,34.6,0.1,90,3.6,2259.3,2.3,2257.0,-1.01,3.35,3.06,-0.65,-1.09,0.69,3.09,2.66,2.61,0.5,0.38,0.17
52,53.2,0.0,100,19.14,2293.3,4.0,2289.3,-0.58,1.66,1.39,-0.33,-0.62,0.42,2.87,2.23,2.67,0.47,0.33,0.14
53,42.13,0.07,93,32.97,2346.34,6.85,2339.48,-0.89,2.86,2.88,-0.53,-0.87,0.65,2.87,2.32,2.46,0.47,0.32,0.15
54,42.07,0.06,94,17.64,2377.68,5.15,2372.53,-1.01,3.32,3.1,-0.64,-1.05,0.74,2.94,2.51,2.52,0.49,0.36,0.16
55,46.67,0.04,96,18.09,2406.48,5.21,2401.27,-0.46,0.95,0.7,-0.2,-0.3,0.16,2.59,1.98,2.57,0.47,0.47,0.13
56,45.67,0.06,94,13.67,2454.16,4.93,2449.23,-0.54,1.64,1.61,-0.28,-0.6,0.45,2.65,2.15,3.05,0.45,0.43,0.15
57,44.27,0.05,95,17.08,2486.71,5.17,2481.54,-1.08,3.55,4.02,-0.69,-1.1,0.7,3.0,2.42,2.25,0.48,0.39,0.17
58,47.53,0.03,97,7.09,2561.45,3.72,2557.73,-0.88,2.58,1.71,-0.49,-0.68,0.65,2.9,2.5,1.99,0.48,0.57,0.16
59,49.73,0.02,98,18.91,2604.41,5.29,2599.12,-0.19,-0.24,-0.02,-0.02,0.02,-0.1,2.81,2.01,2.28,0.47,0.65,0.15
