episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,40.9,0.22,78,11.12,28.65,5.44,23.21,0.75,0.05,-0.03,0.66,0.43,0.05,1.63,1.04,1.32,3.99,0.17,0.18
2,37.83,0.16,84,28.05,29.61,5.99,23.62,0.46,0.4,1.2,0.44,-0.5,0.84,2.57,1.92,2.31,6.8,0.13,0.18
3,41.66,0.23,77,8.49,24.33,3.29,21.04,0.44,0.49,2.51,0.43,-0.61,0.83,2.62,1.87,2.49,6.99,0.11,0.18
4,42.61,0.17,83,27.35,29.68,7.13,22.55,0.18,0.73,2.59,0.2,-1.52,1.64,2.88,2.18,3.0,8.06,0.1,0.28
5,39.47,0.19,81,22.79,27.72,5.75,21.98,0.83,0.07,-0.1,0.78,0.8,-0.2,1.76,0.93,1.17,3.86,0.1,0.32
6,19.2,0.33,67,17.67,23.46,5.22,18.24,0.75,0.06,-0.02,0.67,0.45,-0.07,1.76,1.09,1.48,4.33,0.09,0.32
7,29.24,0.28,72,12.11,25.69,4.0,21.69,0.63,0.37,0.96,0.65,0.16,0.48,2.51,1.72,1.83,6.07,0.18,0.28
8,42.53,0.19,81,24.67,27.46,5.41,22.05,0.75,0.05,-0.09,0.66,0.43,-0.02,1.76,0.96,1.41,4.14,0.11,0.32
9,27.77,0.22,78,29,28.06,6.01,22.05,0.72,0.06,0.02,0.63,0.37,-0.01,2.1,1.45,1.7,5.26,0.13,0.32
10,22.44,0.21,79,48.61,30.59,9.28,21.32,0.15,0.78,2.49,0.18,-1.65,1.81,3.01,2.3,3.16,8.48,0.09,0.31
11,20.56,0.2,80,54.4,30.92,9.55,21.38,0.38,0.54,1.53,0.39,-0.82,1.15,2.71,1.88,2.48,7.06,0.08,0.18
12,57.14,0.15,85,5.02,28.25,2.79,25.46,0.73,0.07,-0.08,0.67,0.51,-0.15,2.05,1.4,1.61,5.06,0.22,0.28
13,43.29,0.23,77,11.04,25.29,4.41,20.88,0.4,0.55,1.48,0.41,-0.71,1.28,2.53,1.87,2.26,6.66,0.1,0.41
14,35.57,0.23,77,16.57,27.6,6.09,21.51,0.26,0.59,1.31,0.25,-1.22,1.53,2.95,2.4,2.83,8.18,0.13,0.19
15,30.33,0.24,76,21.7,27.27,6.61,20.66,0.65,0.05,0.07,0.54,0.09,0.13,1.92,1.37,1.79,5.08,0.09,0.34
16,48.29,0.18,82,16.59,29.12,6.9,22.22,0.59,0.32,1.06,0.57,-0.02,0.36,2.67,1.95,2.11,6.73,0.1,0.33
17,32.95,0.26,74,9.76,25.36,4.12,21.24,0.63,0.05,-0.01,0.54,0.13,-0.05,1.66,0.84,1.62,4.12,0.16,0.31
18,34.21,0.23,77,21.4,28.49,6.77,21.71,0.27,0.62,2.36,0.26,-1.26,1.42,2.71,2.05,2.77,7.53,0.15,0.29
19,41.67,0.22,78,15.72,26.95,6.1,20.85,0.39,0.54,1.11,0.41,-0.71,1.08,3.0,2.23,2.68,7.91,0.07,0.17
20,33.34,0.25,75,21.07,26.53,6.74,19.79,0.41,0.53,1.04,0.41,-0.71,1.27,2.43,1.91,2.36,6.69,0.02,0.23
21,25.79,0.25,75,24.88,33.13,6.89,26.24,0.8,0.06,-0.02,0.73,0.62,-0.1,1.76,0.95,1.51,4.21,0.31,1.74
22,68.3,0.1,90,2.5,28.75,1.75,27.0,0.87,0.09,-0.22,0.85,1.03,-0.4,2.23,1.29,1.27,4.79,0.22,0.23
23,24.52,0.26,74,27.81,29.11,7.49,21.62,0.87,0.1,-0.18,0.85,1.07,-0.33,2.08,1.39,1.3,4.77,0.18,0.2
24,39.82,0.14,86,35.53,30.53,7.09,23.44,0.72,0.07,-0.11,0.65,0.45,-0.17,2.13,1.41,1.48,5.01,0.12,0.18
