episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,24.86,0.25,75,10.2,27.21,5.05,22.16,0.72,0.07,-0.08,0.65,0.46,-0.16,2.31,1.73,1.67,5.71,0.19,0.31
2,41.6,0.14,86,19.84,27.55,4.94,22.6,0.32,0.52,1.94,0.29,-1.11,1.23,2.51,1.83,2.77,7.1,0.04,0.27
3,38.57,0.17,83,10.51,25.78,3.73,22.05,0.53,0.32,0.9,0.49,-0.28,0.55,2.31,1.59,1.98,5.88,0.06,0.35
4,14.32,0.25,75,25.8,26.89,6.87,20.03,0.7,0.07,-0.13,0.65,0.48,-0.24,2.31,1.39,1.61,5.31,0.06,0.32
5,13.13,0.21,79,31.9,29.07,7.04,22.03,0.86,0.08,-0.16,0.81,0.88,-0.27,1.91,1.1,1.24,4.25,0.14,0.31
6,17.81,0.25,75,22.45,25.98,5.63,20.35,0.81,0.09,-0.11,0.77,0.81,-0.28,2.41,1.63,1.75,5.79,0.1,0.3
7,32.18,0.23,77,7.32,26.89,2.92,23.97,0.52,0.42,1.64,0.51,-0.31,0.76,2.49,1.77,2.14,6.4,0.24,0.32
8,25.01,0.2,80,24.55,28.34,5.97,22.38,0.51,0.23,0.44,0.43,-0.38,0.58,2.21,1.68,2.1,5.99,0.14,0.37
9,9.41,0.24,76,37.49,31.82,7.16,24.66,0.76,0.23,0.3,0.77,0.66,0.01,2.51,1.4,1.59,5.5,0.27,0.4
10,8.32,0.24,76,47.58,29.31,9.23,20.08,0.37,0.55,1.04,0.39,-0.72,1.13,2.71,2.03,2.34,7.08,0.03,0.21
11,13.26,0.17,83,55.13,31.8,9.58,22.22,0.41,0.54,1.96,0.42,-0.68,1.06,2.66,1.96,2.43,7.06,0.08,0.19
12,28.81,0.23,77,5.82,23.93,3.12,20.81,0.71,0.07,-0.06,0.64,0.43,-0.1,2.09,1.38,1.6,5.07,0.09,0.32
13,41.15,0.18,82,11.46,26.35,4.43,21.93,0.29,0.57,1.19,0.29,-1.11,1.33,2.68,2.02,2.6,7.3,0.08,0.33
14,24.82,0.24,76,13.95,27.1,5.6,21.5,0.49,0.26,0.7,0.42,-0.47,0.57,2.17,1.57,2.14,5.88,0.15,0.3
15,21.24,0.26,74,23.3,27.59,7.05,20.54,0.25,0.6,2.22,0.25,-1.25,1.53,2.72,2.18,2.68,7.57,0.13,0.31
16,40.84,0.15,85,18.16,31.19,7.28,23.91,0.44,0.41,0.71,0.43,-0.48,0.82,2.74,1.98,2.32,7.04,0.14,0.32
17,34.61,0.23,77,8.52,25.46,3.62,21.84,0.3,0.55,1.96,0.29,-1.05,1.24,2.74,2.12,2.53,7.39,0.16,0.33
18,28.92,0.21,79,21.27,28.08,6.79,21.29,0.46,0.31,0.93,0.4,-0.58,0.65,2.58,2.0,2.44,7.02,0.08,0.28
19,49.65,0.12,88,14.02,30.75,5.45,25.3,0.41,0.61,1.03,0.45,-0.64,1.24,2.89,2.03,2.38,7.3,0.18,0.17
20,32.0,0.19,81,20.84,28.01,6.65,21.36,0.33,0.51,1.16,0.31,-0.96,1.28,2.56,1.91,2.42,6.89,0.04,0.29
21,29.83,0.18,82,28.48,31.9,6.98,24.93,0.44,0.45,1.23,0.44,-0.51,0.76,2.74,2.08,2.4,7.23,0.21,1.67
22,59.29,0.1,90,2.46,28.19,1.73,26.47,0.42,0.39,1.36,0.38,-0.7,0.79,2.51,1.88,2.37,6.76,0.18,0.21
23,33.68,0.12,88,28.12,32.4,7.56,24.84,0.57,0.32,0.93,0.53,-0.2,0.62,2.12,1.5,2.0,5.62,0.13,0.22
24,16.82,0.18,82,35.46,29.19,7.29,21.9,0.72,0.05,0.0,0.63,0.32,0.02,1.96,1.17,1.62,4.76,0.07,0.21
25,13.28,0.22,78,35.28,29.71,8.58,21.13,0.57,0.32,0.69,0.53,-0.19,0.61,2.13,1.3,1.96,5.38,0.1,0.21
26,57.92,0.13,87,3.1,25.98,2.14,23.84,0.31,0.51,1.31,0.3,-0.95,1.03,2.92,2.31,2.74,7.97,0.12,0.18
27,48.46,0.11,89,19.99,37.0,7.02,29.98,0.38,0.44,1.19,0.36,-0.76,0.84,2.82,2.18,2.65,7.65,0.29,0.23
28,13.21,0.24,76,36.84,35.43,7.38,28.05,0.43,0.33,0.92,0.39,-0.52,0.61,2.53,1.78,2.28,6.58,0.34,0.34
29,34.74,0.15,85,18.36,32.47,7.06,25.41,0.62,0.04,-0.02,0.51,0.03,-0.0,2.09,1.44,1.82,5.35,0.21,0.33
30,27.38,0.17,83,29.01,30.33,6.35,23.98,0.54,0.41,1.25,0.53,-0.23,0.7,2.43,1.66,2.07,6.17,0.18,0.27
31,34.78,0.15,85,22.64,30.68,6.4,24.28,0.51,0.38,1.14,0.49,-0.32,0.8,2.44,1.71,2.04,6.18,0.17,0.27
32,40.13,0.15,85,27.68,31.59,7.03,24.56,0.23,0.63,1.83,0.23,-1.29,1.58,3.11,2.56,2.98,8.65,0.17,0.25
33,10.08,0.15,85,56.47,31.98,9.65,22.33,0.7,0.07,0.02,0.62,0.35,-0.01,2.21,1.56,1.87,5.65,0.03,0.27
34,60.1,0.06,94,4.11,28.77,2.69,26.09,0.65,0.2,0.51,0.6,0.17,0.24,2.22,1.4,1.84,5.47,0.14,0.25
35,40.0,0.15,85,22.87,29.25,6.08,23.18,0.28,0.59,1.34,0.27,-1.2,1.55,2.78,2.21,2.71,7.69,0.12,0.19
36,28.11,0.17,83,24.67,28.2,6.15,22.05,0.7,0.06,-0.02,0.62,0.37,-0.11,2.28,1.53,1.75,5.55,0.06,0.2
37,27.89,0.15,85,31.06,30.73,8.33,22.4,0.58,0.27,0.7,0.54,-0.09,0.44,2.27,1.53,2.04,5.84,0.04,0.18
38,43.29,0.14,86,6.31,30.47,3.4,27.07,0.83,0.09,-0.14,0.8,0.89,-0.26,2.09,1.45,1.45,5.0,0.24,0.18
39,25.62,0.2,80,18.85,26.66,5.41,21.25,0.51,0.28,0.67,0.44,-0.48,0.76,1.91,1.24,1.94,5.09,0.06,0.18
40,50.91,0.12,88,9.84,27.19,3.33,23.86,0.33,0.52,2.15,0.3,-1.08,1.29,2.43,1.76,2.65,6.84,0.1,0.25
41,49.64,0.13,87,11.06,27.39,3.73,23.66,0.47,0.26,0.46,0.42,-0.38,0.46,2.68,2.07,2.45,7.2,0.11,1.64
42,60.62,0.07,93,8.62,29.43,4.83,24.6,0.53,0.34,0.55,0.5,-0.26,0.79,2.72,1.95,2.24,6.9,0.06,0.25
43,23.6,0.15,85,38.53,32.14,8.02,24.12,0.56,0.33,0.39,0.54,-0.12,0.71,2.38,1.74,1.93,6.05,0.16,0.2
44,35.62,0.12,88,28.99,33.77,7.15,26.61,0.51,0.42,1.28,0.5,-0.36,0.85,2.44,1.72,2.16,6.32,0.2,0.25
45,29.94,0.09,91,34.55,32.18,7.8,24.37,0.54,0.22,0.56,0.45,-0.4,0.58,1.79,1.06,1.81,4.66,0.08,0.26
46,62.71,0.06,94,9.04,33.64,5.13,28.51,0.48,0.54,1.25,0.52,-0.37,1.0,2.77,2.07,2.23,7.07,0.23,0.26
47,44.09,0.06,94,29.36,31.67,6.22,25.45,0.69,0.27,0.23,0.68,0.36,0.27,2.45,1.89,1.85,6.19,0.11,0.32
48,32.52,0.07,93,45,36.41,8.46,27.96,0.44,0.5,0.91,0.45,-0.57,1.1,2.52,1.81,2.26,6.58,0.21,0.42
49,37.56,0.08,92,21.17,30.83,6.76,24.07,0.74,0.05,0.04,0.64,0.34,0.02,1.54,0.78,1.4,3.73,0.03,0.29
50,51.75,0.08,92,9.27,28.11,3.31,24.8,0.8,0.09,-0.15,0.76,0.81,-0.3,2.27,1.44,1.46,5.16,0.1,0.32
