episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,39.83,0.19,81,11.26,29.62,5.5,24.12,0.81,0.09,-0.18,0.78,0.88,-0.32,2.27,1.44,1.44,5.16,0.19,0.13
2,32.58,0.23,77,19.25,25.89,5.14,20.75,0.69,0.06,-0.07,0.61,0.34,-0.05,2.13,1.48,1.66,5.27,0.09,0.12
3,37.82,0.23,77,10.39,24.08,3.72,20.36,0.43,0.49,1.35,0.42,-0.65,1.05,2.47,1.82,2.34,6.62,0.04,0.12
4,34.76,0.2,80,29.54,29.99,7.42,22.58,0.47,0.42,1.32,0.46,-0.42,0.62,2.68,1.99,2.22,6.89,0.15,0.13
5,38.34,0.19,81,26.96,28.49,6.54,21.95,0.57,0.37,0.75,0.57,-0.05,0.56,2.6,1.84,2.02,6.47,0.1,0.12
6,43.96,0.18,82,15.76,27.73,5.09,22.63,0.51,0.29,0.46,0.47,-0.28,0.55,2.6,2.07,2.28,6.95,0.13,0.12
7,18.18,0.32,68,10.99,24.02,3.76,20.26,0.78,0.17,0.13,0.75,0.59,0.02,2.26,1.46,1.87,5.59,0.19,0.15
8,25.74,0.28,72,26.17,26.28,5.83,20.44,0.19,0.74,2.27,0.21,-1.5,1.65,2.94,2.19,2.99,8.12,0.15,0.12
9,16.83,0.32,68,29.71,27.17,6.43,20.74,0.46,0.45,1.05,0.45,-0.49,0.72,2.91,2.12,2.54,7.57,0.21,0.12
10,36.17,0.17,83,48.58,31.2,9.28,21.93,0.29,0.55,1.2,0.28,-1.11,1.32,2.63,1.95,2.58,7.16,0.05,0.17
11,17.19,0.26,74,54.05,29.4,9.53,19.86,0.73,0.31,0.13,0.75,0.54,0.28,2.31,1.55,1.54,5.4,0.06,0.14
12,33.15,0.26,74,5.42,23.14,2.95,20.19,0.46,0.28,0.86,0.4,-0.51,0.63,2.24,1.6,2.12,5.96,0.1,0.16
13,32.82,0.25,75,11.04,24.82,4.34,20.48,0.43,0.52,1.14,0.45,-0.59,1.06,2.61,1.92,2.23,6.76,0.11,0.24
14,25.85,0.27,73,15.84,25.94,5.94,20.0,0.63,0.21,0.52,0.58,0.09,0.27,2.16,1.41,1.75,5.33,0.1,0.24
15,40.69,0.16,84,25.83,33.81,7.45,26.36,0.55,0.4,0.47,0.54,-0.2,0.86,2.25,1.61,1.92,5.77,0.24,0.24
16,36.78,0.22,78,18.46,27.88,7.14,20.74,0.51,0.33,0.93,0.49,-0.23,0.57,2.55,1.88,2.06,6.5,0.06,0.24
17,48.25,0.15,85,13.27,28.08,4.71,23.36,0.52,0.32,0.82,0.49,-0.3,0.65,2.35,1.6,2.05,6.0,0.13,0.26
18,39.82,0.2,80,21.27,27.74,6.61,21.12,0.47,0.28,0.54,0.42,-0.41,0.67,2.52,1.84,2.34,6.7,0.04,0.28
19,34.92,0.24,76,16.66,27.32,6.39,20.92,0.33,0.67,1.81,0.38,-0.91,1.49,2.92,2.28,2.62,7.82,0.11,0.3
20,46.03,0.15,85,20.42,29.38,6.68,22.71,0.67,0.06,-0.01,0.59,0.26,-0.09,2.13,1.48,1.85,5.46,0.07,0.31
21,34.27,0.18,82,30.87,36.24,7.66,28.59,0.5,0.44,1.59,0.5,-0.37,0.78,2.52,1.76,2.1,6.38,0.32,1.83
22,75.66,0.05,95,2.4,29.66,1.7,27.96,0.01,0.97,3.17,0.08,-2.07,2.41,3.4,2.78,3.46,9.64,0.2,0.3
23,52.17,0.1,90,27.87,33.59,7.5,26.09,0.44,0.31,0.77,0.38,-0.55,0.64,2.78,2.31,2.54,7.63,0.19,0.28
24,53.67,0.07,93,34.84,32.1,7.26,24.84,0.62,0.33,0.75,0.61,0.04,0.52,2.38,1.53,1.86,5.76,0.08,0.29
25,37.8,0.15,85,33.69,31.76,8.52,23.25,0.68,0.06,-0.02,0.59,0.3,-0.05,1.87,1.24,1.61,4.72,0.12,0.34
26,71.99,0.04,96,3.94,28.48,2.63,25.85,0.46,0.5,0.95,0.46,-0.52,1.05,2.53,1.81,2.33,6.68,0.1,0.26
27,50.47,0.12,88,16.47,32.12,6.28,25.84,0.61,0.3,0.57,0.58,-0.05,0.6,2.31,1.48,1.9,5.68,0.19,0.24
28,42.73,0.13,87,29.79,39.3,7.17,32.14,0.76,0.08,-0.09,0.71,0.63,-0.24,2.42,1.66,1.72,5.8,0.35,0.21
29,58.26,0.08,92,17.84,35.22,7.07,28.15,0.61,0.05,0.03,0.51,0.03,0.02,2.24,1.79,2.09,6.12,0.23,0.23
30,43.68,0.17,83,21.82,27.84,5.45,22.39,0.59,0.33,0.25,0.58,0.04,0.5,2.58,1.77,2.0,6.35,0.09,0.29
31,51.75,0.08,92,31.61,31.8,7.26,24.54,0.88,0.09,-0.16,0.85,1.01,-0.28,1.95,1.18,1.28,4.41,0.08,0.28
32,46.84,0.1,90,32.16,32.35,7.51,24.84,0.65,0.2,0.36,0.59,0.05,0.44,1.91,1.21,1.62,4.74,0.13,0.2
33,45.94,0.09,91,56.26,33.81,9.64,24.18,0.39,0.51,1.62,0.4,-0.65,0.9,2.82,2.08,2.56,7.46,0.07,0.15
34,62.13,0.08,92,3.99,30.01,2.62,27.39,0.49,0.28,0.9,0.44,-0.39,0.6,2.12,1.37,2.0,5.49,0.21,0.13
35,54.21,0.06,94,28.64,31.4,6.59,24.81,0.72,0.05,-0.05,0.63,0.34,-0.02,1.64,1.13,1.49,4.26,0.06,0.14
36,48.51,0.14,86,22.42,29.05,5.74,23.3,0.66,0.27,0.44,0.65,0.25,0.29,2.46,1.77,1.99,6.22,0.1,0.13
37,49.47,0.11,89,34.88,32.39,8.53,23.87,0.44,0.33,1.62,0.38,-0.57,0.63,2.51,1.85,2.42,6.78,0.09,0.12
38,53.69,0.11,89,6.55,28.63,3.48,25.15,0.77,0.05,-0.08,0.69,0.49,-0.06,1.73,0.98,1.28,3.99,0.13,0.13
39,46.35,0.13,87,21.89,29.13,5.75,23.38,0.79,0.07,-0.1,0.74,0.7,-0.17,1.91,1.17,1.24,4.32,0.1,0.13
40,55.0,0.14,86,8.98,25.83,3.13,22.7,0.44,0.32,0.52,0.39,-0.58,0.67,2.52,1.87,2.45,6.85,0.05,0.14
41,66.06,0.06,94,9.41,30.23,3.34,26.89,0.57,0.41,0.5,0.58,-0.1,0.75,2.47,1.72,2.01,6.2,0.18,0.73
42,64.66,0.06,94,9.62,30.97,5.23,25.74,0.63,0.39,1.05,0.65,0.19,0.46,2.46,1.69,1.79,5.94,0.13,0.13
43,52.1,0.08,92,38.67,37.48,8.42,29.07,0.38,0.41,1.2,0.35,-0.75,0.83,2.68,2.04,2.46,7.18,0.24,0.16
44,52.42,0.05,95,32.4,38.04,7.51,30.53,0.76,0.06,-0.04,0.69,0.54,-0.08,1.93,1.32,1.61,4.85,0.27,0.13
45,53.2,0.06,94,36.17,33.9,7.82,26.09,0.52,0.26,0.98,0.45,-0.42,0.69,1.81,1.16,1.93,4.89,0.14,0.13
46,53.59,0.1,90,8.88,34.51,5.13,29.38,0.68,0.06,-0.03,0.59,0.27,-0.02,2.1,1.36,1.84,5.3,0.28,0.13
47,48.98,0.09,91,37.85,31.7,7.17,24.53,0.66,0.29,0.23,0.65,0.29,0.32,2.29,1.65,1.65,5.58,0.08,0.12
