episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,45.52,0.22,78,9.81,27.97,4.89,23.08,0.79,0.06,-0.05,0.72,0.61,-0.13,1.67,0.78,1.19,3.64,0.19,0.12
2,40.94,0.23,77,14.94,25.66,4.23,21.43,0.45,0.28,0.71,0.4,-0.44,0.54,2.75,2.21,2.51,7.47,0.13,0.12
3,46.12,0.22,78,9.95,24.27,3.63,20.64,0.87,0.08,-0.18,0.84,0.94,-0.27,1.97,1.22,1.19,4.38,0.04,0.12
4,37.52,0.21,79,25.53,27.96,6.77,21.19,0.59,0.26,0.63,0.55,-0.05,0.35,2.2,1.42,1.94,5.56,0.08,0.13
5,38.73,0.21,79,23.82,27.23,5.84,21.39,0.35,0.55,1.58,0.36,-0.83,1.13,3.04,2.32,2.76,8.11,0.1,0.12
6,38.02,0.23,77,19.53,26.26,5.58,20.68,0.48,0.25,1.25,0.41,-0.42,0.44,2.46,1.78,2.29,6.52,0.08,0.12
7,48.28,0.21,79,9.52,24.17,3.34,20.84,0.64,0.32,0.85,0.63,0.14,0.33,2.33,1.51,1.89,5.72,0.04,0.12
8,29.02,0.26,74,25.7,26.28,5.8,20.49,0.53,0.35,1.22,0.5,-0.32,0.72,2.28,1.53,2.12,5.93,0.12,0.12
9,25.08,0.27,73,29.58,26.01,6.01,20.0,0.46,0.27,0.88,0.4,-0.43,0.5,2.78,2.12,2.52,7.42,0.11,0.12
10,28.05,0.17,83,49.35,31.72,9.31,22.41,0.36,0.56,1.57,0.37,-0.84,1.21,2.95,2.29,2.71,7.95,0.09,0.12
11,18.77,0.19,81,58.47,33.42,9.74,23.68,0.5,0.22,0.49,0.43,-0.3,0.36,2.65,2.09,2.3,7.04,0.18,0.13
12,54.21,0.19,81,5.64,25.79,3.05,22.74,0.53,0.31,0.96,0.49,-0.28,0.57,2.26,1.48,2.07,5.82,0.15,0.13
13,40.87,0.24,76,12.26,24.84,4.55,20.29,0.5,0.29,0.88,0.45,-0.38,0.7,2.1,1.46,1.99,5.55,0.06,0.12
14,43.75,0.22,78,13.03,26.77,5.38,21.38,0.16,0.73,3.04,0.18,-1.54,1.68,3.06,2.56,2.99,8.62,0.12,0.13
15,27.97,0.26,74,25.77,31.97,7.89,24.08,0.52,0.4,1.42,0.5,-0.32,0.72,2.42,1.55,2.19,6.16,0.25,0.25
16,51.1,0.16,84,17.81,29.35,7.16,22.19,0.64,0.28,0.49,0.63,0.21,0.31,2.49,1.75,1.88,6.12,0.05,0.22
17,47.23,0.21,79,10.91,25.12,4.26,20.86,0.77,0.07,-0.06,0.71,0.61,-0.14,1.99,1.27,1.65,4.9,0.04,0.15
18,35.91,0.23,77,22.18,28.95,6.95,22.0,0.24,0.65,1.64,0.25,-1.25,1.54,2.71,2.04,2.68,7.43,0.16,0.25
19,49.47,0.18,82,15.17,28.07,6.07,22.0,0.3,0.54,1.25,0.29,-1.09,1.24,2.76,2.16,2.65,7.56,0.07,0.24
20,23.54,0.31,69,20,25.54,6.7,18.84,0.67,0.3,0.71,0.67,0.29,0.34,2.25,1.51,1.68,5.44,0.1,0.23
21,41.35,0.18,82,26.21,32.83,7.07,25.76,0.52,0.34,0.75,0.5,-0.19,0.6,2.49,1.82,2.0,6.3,0.23,1.63
22,62.57,0.16,84,2.24,23.93,1.62,22.31,0.17,0.72,2.47,0.19,-1.49,1.86,2.98,2.49,2.99,8.45,0.06,0.25
23,35.32,0.2,80,30.06,33.56,8.03,25.52,0.41,0.4,1.73,0.37,-0.7,0.84,2.49,1.86,2.38,6.72,0.26,0.23
24,38.42,0.15,85,38.87,30.66,7.76,22.89,0.32,0.54,1.27,0.32,-0.98,1.26,2.53,1.82,2.4,6.75,0.09,0.23
25,29.72,0.21,79,37.47,29.64,8.7,20.94,0.48,0.53,1.89,0.51,-0.36,0.93,2.67,1.99,2.2,6.86,0.05,0.22
26,64.71,0.14,86,3.4,28.48,2.31,26.16,0.95,0.1,-0.23,0.96,1.32,-0.46,2.21,1.3,1.19,4.7,0.22,0.17
27,60.27,0.1,90,18.37,35.03,6.72,28.31,0.65,0.09,0.18,0.54,-0.03,0.38,1.42,0.74,1.56,3.72,0.23,0.18
28,30.07,0.24,76,28.04,31.93,6.7,25.24,0.63,0.04,0.03,0.51,0.02,0.12,1.79,1.17,1.75,4.71,0.29,0.19
29,43.47,0.19,81,20.26,32.73,7.15,25.58,0.74,0.17,0.3,0.7,0.44,0.16,1.98,1.21,1.56,4.74,0.24,0.32
30,55.55,0.12,88,21.83,29.06,5.31,23.75,0.73,0.04,0.02,0.63,0.28,0.06,1.68,0.88,1.54,4.1,0.1,0.3
31,39.89,0.19,81,27.11,28.5,6.77,21.73,0.73,0.06,-0.05,0.65,0.42,-0.12,2.11,1.38,1.6,5.1,0.08,0.27
32,40.58,0.16,84,32.49,32.98,7.81,25.17,0.36,0.65,1.91,0.4,-0.82,1.22,2.94,2.13,2.57,7.64,0.21,0.29
33,18.02,0.2,80,57.6,32.6,9.7,22.9,0.63,0.05,0.05,0.53,0.08,0.02,2.06,1.48,1.89,5.42,0.16,0.36
34,52.12,0.2,80,5,28.88,3.21,25.68,0.85,0.19,0.15,0.86,0.98,-0.2,2.24,1.34,1.26,4.84,0.27,0.31
35,54.12,0.09,91,30.33,31.76,6.66,25.1,0.59,0.43,1.51,0.62,0.02,0.51,2.77,1.89,2.23,6.89,0.14,0.28
36,52.36,0.13,87,23.79,29.38,5.72,23.66,0.68,0.04,0.05,0.57,0.13,0.13,1.47,0.82,1.36,3.64,0.11,0.26
37,39.52,0.17,83,32,31.52,8.37,23.16,0.8,0.08,-0.11,0.75,0.72,-0.23,2.19,1.35,1.51,5.05,0.14,0.25
38,54.25,0.18,82,7.52,29.05,3.91,25.15,0.66,0.08,-0.06,0.6,0.37,-0.15,2.4,1.68,1.84,5.93,0.23,0.29
39,54.83,0.12,88,22.77,29.32,5.71,23.61,0.7,0.07,-0.12,0.63,0.43,-0.13,2.18,1.56,1.6,5.34,0.08,0.31
40,69.71,0.09,91,9.58,28.98,3.27,25.71,0.69,0.18,0.3,0.64,0.25,0.22,1.8,1.04,1.54,4.38,0.16,0.14
41,52.16,0.18,82,11.1,27.88,3.71,24.17,0.52,0.32,1.08,0.47,-0.39,0.74,1.98,1.23,2.02,5.23,0.2,0.74
42,70.85,0.08,92,9.85,31.39,5.28,26.11,0.63,0.24,0.32,0.6,0.11,0.35,2.21,1.49,1.7,5.39,0.16,0.19
43,42.8,0.12,88,37.94,36.16,8.02,28.14,0.81,0.07,-0.09,0.75,0.69,-0.16,1.64,0.92,1.3,3.85,0.26,0.12
44,43.99,0.12,88,35.73,37.84,7.68,30.16,0.44,0.5,1.14,0.45,-0.54,0.97,2.54,1.84,2.27,6.66,0.31,0.12
45,51.06,0.06,94,40.68,33.62,8.3,25.32,0.58,0.28,0.77,0.55,-0.03,0.37,2.58,1.98,2.21,6.78,0.09,0.12
46,65.55,0.11,89,9,32.95,5.13,27.82,0.71,0.06,-0.05,0.62,0.34,-0.03,1.94,1.26,1.67,4.88,0.25,0.14
47,51.62,0.09,91,33.67,32.14,6.87,25.27,0.45,0.35,1.41,0.39,-0.63,0.74,2.24,1.59,2.34,6.18,0.14,0.13
48,45.21,0.07,93,45.52,36.68,8.48,28.19,0.53,0.31,0.74,0.51,-0.14,0.44,2.46,1.73,2.05,6.25,0.22,0.14
49,58.25,0.1,90,22.31,31.31,7.04,24.27,0.43,0.46,1.09,0.43,-0.52,0.86,2.67,1.99,2.29,6.94,0.1,0.12
50,63.45,0.13,87,8.51,26.78,3.1,23.68,0.46,0.44,1.34,0.45,-0.55,1.01,2.42,1.72,2.26,6.41,0.11,0.13
51,72.27,0.1,90,3.63,28.16,2.32,25.84,0.53,0.39,0.67,0.52,-0.22,0.79,2.54,2.07,2.09,6.7,0.17,0.13
52,69.47,0.05,95,19.58,29.71,4.13,25.58,0.47,0.45,1.21,0.46,-0.51,0.95,2.38,1.72,2.26,6.36,0.1,0.14
53,44.24,0.11,89,38.02,36.75,7.15,29.6,0.66,0.03,0.11,0.53,-0.0,0.21,1.49,0.97,1.74,4.2,0.3,0.13
54,62.83,0.08,92,20.59,32.21,5.84,26.37,0.3,0.55,1.33,0.29,-1.12,1.36,2.56,1.95,2.58,7.09,0.17,0.14
55,50.12,0.15,85,21.6,30.43,6.03,24.4,0.75,0.07,-0.08,0.68,0.52,-0.09,2.01,1.27,1.49,4.78,0.16,0.12
56,67.53,0.08,92,14.22,31.98,5.33,26.65,0.61,0.05,0.02,0.51,0.06,0.04,2.22,1.54,2.01,5.77,0.18,0.13
57,63.85,0.07,93,20.9,34.54,6.05,28.49,0.64,0.36,0.52,0.66,0.2,0.42,2.55,1.77,1.9,6.23,0.23,0.12
58,77.26,0.06,94,6.46,30.64,3.45,27.19,0.51,0.31,0.47,0.47,-0.33,0.58,2.21,1.52,2.0,5.73,0.18,0.15
59,50.35,0.14,86,23.85,30.44,5.65,24.79,0.46,0.56,1.37,0.5,-0.45,1.07,2.84,2.09,2.45,7.38,0.18,0.12
60,69.49,0.06,94,17.49,28.6,3.98,24.62,0.71,0.06,-0.04,0.63,0.4,-0.06,2.0,1.37,1.61,4.98,0.04,0.13
61,47.65,0.11,89,32.57,38.82,8.21,30.61,0.03,0.94,3.02,0.09,-2.01,2.2,3.39,2.68,3.46,9.54,0.31,0.12
62,74.59,0.08,92,5.72,28.12,3.14,24.98,0.55,0.46,2.36,0.58,-0.12,0.59,2.74,1.85,2.14,6.73,0.1,0.8
63,74.98,0.04,96,13.62,33.24,6.51,26.73,0.68,0.28,0.8,0.67,0.27,0.34,2.29,1.65,1.81,5.75,0.13,0.13
