episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,30.31,0.23,77,9.42,29.61,4.73,24.88,0.53,0.45,1.64,0.54,-0.19,0.69,2.57,1.75,1.94,6.26,0.26,0.4
2,41.91,0.18,82,20.63,27.35,5.3,22.05,0.46,0.29,0.87,0.4,-0.53,0.59,2.57,1.92,2.56,7.05,0.09,0.41
3,47.16,0.12,88,10.18,26.75,3.68,23.07,0.63,0.29,1.2,0.61,0.07,0.36,2.25,1.53,1.83,5.61,0.03,0.36
4,25.35,0.22,78,26.96,31.04,7.56,23.49,0.65,0.04,0.03,0.53,0.04,0.11,1.62,1.01,1.67,4.3,0.2,0.3
5,34.81,0.23,77,23.43,26.48,5.88,20.6,0.44,0.58,1.47,0.48,-0.53,1.13,2.94,2.1,2.44,7.48,0.07,0.18
6,40.66,0.14,86,22.93,29.4,5.96,23.44,0.78,0.07,-0.11,0.72,0.61,-0.26,2.19,1.22,1.48,4.88,0.12,0.18
7,32.73,0.24,76,13.45,26.99,4.28,22.71,0.26,0.62,2.47,0.26,-1.28,1.44,2.68,2.0,2.72,7.41,0.2,0.31
8,43.47,0.13,87,19.47,27.78,4.83,22.94,0.71,0.07,-0.05,0.64,0.42,-0.09,2.05,1.36,1.71,5.12,0.05,0.33
9,45.01,0.18,82,26.17,29.19,5.58,23.61,0.2,0.71,2.56,0.22,-1.47,1.57,2.9,2.24,2.92,8.06,0.17,0.33
10,45.08,0.12,88,49.82,32.9,9.34,23.57,0.61,0.28,0.76,0.58,-0.02,0.43,2.14,1.39,1.88,5.4,0.08,0.29
11,25.92,0.23,77,55.27,29.95,9.59,20.36,0.78,0.08,-0.2,0.73,0.73,-0.29,2.14,1.4,1.36,4.91,0.04,0.34
12,26.01,0.27,73,5.11,23.37,2.82,20.55,0.57,0.33,0.66,0.55,-0.13,0.58,2.66,1.84,2.22,6.71,0.15,0.33
13,37.71,0.19,81,10.12,25.72,4.12,21.6,0.67,0.26,0.84,0.66,0.34,0.1,2.52,1.78,1.93,6.22,0.07,0.32
14,34.81,0.17,83,15.52,28.18,6.04,22.14,0.64,0.05,0.06,0.53,0.07,0.09,1.76,1.04,1.75,4.54,0.08,0.31
15,36.24,0.2,80,23.14,29.56,7.18,22.38,0.45,0.31,1.34,0.38,-0.63,0.77,2.41,1.79,2.31,6.51,0.12,0.33
16,34.41,0.23,77,18.29,27.51,7.18,20.34,0.33,0.5,1.68,0.31,-0.99,1.15,2.69,2.09,2.64,7.42,0.04,0.33
17,40.58,0.16,84,12.29,26.75,4.58,22.17,0.71,0.07,-0.03,0.63,0.41,-0.13,2.26,1.56,1.82,5.64,0.05,0.18
