episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,50.1,0.19,81,10.26,27.84,5.07,22.77,-0.16,-0.29,-0.02,-0.0,0.01,-0.13,0.16,0.37,0.42,0.46,0.6,0.24
2,35.25,0.21,79,19.14,66.5,4.73,61.77,-1.56,5.63,5.38,-1.03,-1.67,1.22,0.86,0.95,0.09,0.49,0.64,0.17
3,38.08,0.25,75,11.01,101.87,3.87,98.0,-0.72,2.1,2.3,-0.42,-0.66,0.5,0.44,0.55,0.36,0.48,0.36,0.19
4,23.52,0.24,76,24.61,145.63,6.89,138.74,-0.02,-0.54,0.02,0.06,-0.07,-0.17,0.24,0.55,0.43,0.44,0.59,0.15
5,29.02,0.16,84,30.24,187.39,6.86,180.52,-0.85,3.03,2.37,-0.54,-1.07,0.58,0.55,0.83,0.29,0.49,0.52,0.12
6,43.05,0.16,84,19.71,229.37,5.54,223.83,-0.64,1.52,1.4,-0.32,-0.43,0.23,0.37,0.45,0.43,0.48,0.46,0.12
7,41.14,0.21,79,14.44,273.67,4.48,269.19,-0.59,1.2,0.87,-0.29,-0.29,0.22,0.24,0.33,0.39,0.48,0.67,0.13
8,31.62,0.22,78,20.69,306.34,5.11,301.23,-1.54,5.28,4.72,-0.99,-1.48,1.25,0.76,0.78,0.15,0.5,0.61,0.13
9,21.3,0.22,78,29.03,342.66,6.02,336.64,-0.04,-0.5,0.0,0.05,-0.07,-0.14,0.17,0.53,0.47,0.46,0.55,0.14
10,-0.7,0.2,80,48.8,384.39,9.29,375.1,-1.01,3.64,3.01,-0.63,-1.17,1.07,0.66,0.81,0.19,0.47,0.52,0.15
11,-16.37,0.25,75,56.75,427.69,9.66,418.03,-0.94,3.14,1.63,-0.55,-0.93,0.92,0.52,0.68,0.23,0.47,0.36,0.12
12,50.32,0.22,78,5.59,460.69,3.03,457.67,-1.14,3.88,3.06,-0.71,-1.19,0.87,0.59,0.78,0.23,0.51,0.44,0.13
13,41.79,0.21,79,13.92,490.52,4.97,485.54,-0.18,-0.22,-0.0,-0.01,0.04,-0.12,0.16,0.3,0.44,0.45,0.6,0.12
14,49.22,0.17,83,13.73,534.31,5.85,528.46,-0.44,1.32,1.26,-0.26,-0.67,0.42,0.39,0.84,0.24,0.46,0.62,0.14
15,25.32,0.24,76,23.12,582.31,6.99,575.32,-0.42,1.0,2.05,-0.23,-0.5,0.2,0.45,0.7,0.34,0.44,0.43,0.13
16,42.95,0.18,82,17.17,618.23,7.13,611.1,-0.28,0.71,1.43,-0.14,-0.47,0.07,0.45,0.78,0.26,0.44,0.66,0.12
17,49.71,0.2,80,9.1,659.05,3.9,655.15,-0.79,2.14,1.59,-0.44,-0.6,0.66,0.38,0.48,0.35,0.49,0.6,0.12
18,23.56,0.26,74,21.81,698.93,6.82,692.11,-1.21,3.92,3.6,-0.76,-1.12,0.8,0.58,0.68,0.22,0.5,0.52,0.12
19,36.94,0.23,77,14.96,736.49,5.84,730.65,-1.64,5.89,3.28,-1.02,-1.6,1.51,0.8,0.8,0.16,0.5,0.64,0.12
20,27.73,0.23,77,22.49,775.37,7.19,768.18,-0.53,1.7,1.76,-0.31,-0.72,0.45,0.53,0.86,0.27,0.46,0.6,0.12
21,33.71,0.18,82,24.27,818.34,6.9,811.44,-1.07,3.68,3.17,-0.69,-1.19,0.95,0.63,0.88,0.13,0.47,0.48,0.85
