episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,11.29,0.21,79,11.1,28.39,5.43,22.96,-1.32,4.5,3.26,-0.82,-1.23,1.16,0.62,0.67,0.22,0.51,0.55,0.24
2,12.81,0.24,76,21.18,64.76,5.2,59.55,-0.91,3.21,2.73,-0.56,-1.07,0.82,0.66,0.83,0.22,0.46,0.51,0.2
3,19.52,0.18,82,12.1,104.18,4.11,100.07,-0.09,-0.39,0.04,0.02,-0.05,-0.13,0.18,0.48,0.38,0.44,0.52,0.36
4,31.94,0.18,82,27.63,153.12,7.41,145.71,-0.68,1.85,1.78,-0.38,-0.6,0.26,0.42,0.58,0.37,0.47,0.32,0.27
5,33.63,0.18,82,22.9,181.99,5.77,176.22,-0.69,2.05,0.79,-0.36,-0.63,0.66,0.45,0.6,0.4,0.46,0.28,0.16
6,15.98,0.2,80,18.15,227.37,5.34,222.02,-0.82,2.86,1.97,-0.5,-1.02,0.74,0.54,0.86,0.2,0.46,0.53,0.27
7,14.75,0.28,72,7.46,261.31,2.9,258.42,-0.99,3.28,1.9,-0.59,-0.97,0.85,0.56,0.67,0.25,0.48,0.38,0.21
8,10.45,0.24,76,14.84,305.47,4.39,301.08,-1.22,3.98,3.95,-0.77,-1.14,0.94,0.55,0.67,0.17,0.5,0.53,0.16
9,18.7,0.27,73,29.14,339.36,6.08,333.29,-0.84,2.7,2.08,-0.49,-0.84,0.72,0.56,0.7,0.26,0.47,0.3,0.16
10,24.68,0.17,83,51.66,376.75,9.42,367.33,-1.17,3.91,3.66,-0.73,-1.16,0.96,0.64,0.75,0.22,0.48,0.42,0.15
11,-4.38,0.26,74,60.11,428.79,9.82,418.97,-0.49,0.81,0.71,-0.22,-0.21,0.09,0.18,0.38,0.45,0.49,0.69,0.18
12,10.54,0.19,81,6.48,453.9,3.41,450.49,-1.62,5.73,4.08,-1.02,-1.57,1.42,0.79,0.78,0.12,0.49,0.63,0.15
13,12.32,0.17,83,11.71,495.56,4.33,491.23,-0.73,1.75,1.91,-0.39,-0.43,0.3,0.28,0.32,0.45,0.47,0.63,0.18
14,7.23,0.22,78,15.54,535.67,6.03,529.64,0.03,-0.64,0.04,0.1,-0.08,-0.22,0.26,0.59,0.46,0.46,0.63,0.14
15,-2.08,0.31,69,21.99,579.03,6.83,572.2,-1.46,5.39,3.4,-0.92,-1.57,1.32,0.84,0.93,0.09,0.48,0.62,0.24
16,24.11,0.16,84,17.62,614.15,7.05,607.1,-1.16,3.81,1.95,-0.69,-1.05,0.97,0.56,0.66,0.19,0.49,0.51,0.21
17,32.24,0.16,84,11.64,653.4,4.33,649.07,-0.95,3.26,1.72,-0.57,-1.01,0.86,0.56,0.77,0.24,0.48,0.35,0.14
18,1.39,0.26,74,20.41,695.59,6.46,689.14,-1.5,5.34,5.32,-1.0,-1.63,1.18,0.81,0.95,0.08,0.5,0.63,0.17
19,24.23,0.09,91,17.27,732.98,6.57,726.42,-0.39,1.15,1.94,-0.22,-0.61,0.26,0.45,0.77,0.35,0.46,0.63,0.16
20,14.97,0.18,82,22.15,784.63,6.95,777.68,-0.16,-0.24,-0.03,0.0,0.03,-0.1,0.16,0.37,0.46,0.44,0.57,0.14
21,25.79,0.14,86,25.36,816.58,6.98,809.6,-1.13,4.03,3.93,-0.73,-1.3,1.0,0.66,0.84,0.19,0.49,0.55,1.5
22,12.14,0.2,80,2.52,866.61,1.76,864.85,-1.33,4.78,4.14,-0.87,-1.46,1.11,0.76,0.94,0.09,0.49,0.59,0.22
23,7.81,0.19,81,28.56,898.6,7.67,890.94,0.07,-0.71,0.09,0.09,-0.14,-0.08,0.2,0.7,0.38,0.45,0.69,0.23
24,52.3,0.06,94,41.79,954.43,8.01,946.43,-0.5,1.35,1.04,-0.25,-0.51,0.34,0.38,0.61,0.36,0.47,0.34,0.74
25,37.54,0.11,89,35.96,995.38,8.62,986.76,-0.63,1.69,1.58,-0.33,-0.52,0.32,0.34,0.49,0.39,0.49,0.41,0.47
26,25.11,0.13,87,3.17,1035.68,2.18,1033.49,-1.31,4.43,3.36,-0.82,-1.22,1.05,0.6,0.69,0.17,0.5,0.55,0.22
27,24.23,0.13,87,18.24,1080.82,6.59,1074.23,0.01,-0.57,0.01,0.08,-0.07,-0.14,0.22,0.54,0.47,0.44,0.57,0.14
28,23.08,0.12,88,37.48,1126.79,7.45,1119.34,-1.27,4.58,4.27,-0.82,-1.43,1.09,0.73,0.88,0.19,0.5,0.58,0.15
29,32.57,0.16,84,18.58,1163.83,7.07,1156.76,-0.84,2.77,2.25,-0.49,-0.86,0.59,0.52,0.67,0.27,0.48,0.32,0.14
30,30.42,0.11,89,28.07,1214.58,6.4,1208.18,-0.11,-0.4,-0.06,0.02,-0.04,-0.17,0.14,0.42,0.58,0.47,0.52,0.16
31,10.65,0.16,84,26.33,1249.55,7.21,1242.33,-1.71,6.2,5.68,-1.13,-1.81,1.48,0.89,0.94,0.07,0.5,0.68,0.12
32,16.48,0.16,84,34.23,1300.8,7.75,1293.05,-0.57,1.88,1.48,-0.34,-0.78,0.41,0.51,0.84,0.26,0.46,0.59,0.15
33,43.94,0.08,92,56.35,1343.58,9.64,1333.93,-0.58,1.53,1.39,-0.31,-0.53,0.33,0.32,0.58,0.34,0.49,0.39,0.13
34,42.63,0.11,89,4.13,1385.22,2.71,1382.52,-0.68,1.91,1.7,-0.39,-0.64,0.49,0.43,0.64,0.29,0.48,0.32,0.13
35,45.86,0.12,88,20.73,1440.08,5.81,1434.27,-0.56,1.49,1.48,-0.29,-0.5,0.3,0.41,0.6,0.34,0.47,0.34,0.17
36,45.37,0.09,91,25.54,1468.38,6.08,1462.31,-1.04,3.53,2.84,-0.65,-1.09,0.73,0.59,0.74,0.23,0.49,0.39,0.16
37,25.5,0.09,91,27.96,1531.16,8.17,1522.99,-0.77,2.02,1.73,-0.43,-0.57,0.38,0.32,0.47,0.31,0.49,0.61,0.15
38,9.69,0.14,86,6.07,1581.16,3.28,1577.88,-0.28,-0.04,-0.09,-0.05,0.08,-0.14,0.08,0.21,0.55,0.46,0.7,0.16
39,44.07,0.12,88,24.32,1612.81,5.99,1606.82,-0.91,3.01,2.8,-0.54,-0.93,0.81,0.57,0.61,0.32,0.48,0.35,0.12
40,38.48,0.12,88,8.14,1653.0,2.93,1650.07,-0.42,1.11,1.29,-0.22,-0.5,0.27,0.3,0.62,0.31,0.46,0.42,0.15
41,22.08,0.14,86,11.17,1715.23,3.76,1711.47,-0.72,1.98,1.59,-0.41,-0.58,0.4,0.35,0.52,0.24,0.48,0.51,0.92
42,44.18,0.09,91,8.68,1727.47,4.87,1722.59,-0.58,1.76,1.43,-0.31,-0.63,0.41,0.5,0.65,0.35,0.45,0.4,0.18
43,47.11,0.09,91,37.43,1783.52,7.82,1775.69,-0.53,1.45,1.02,-0.25,-0.51,0.4,0.44,0.58,0.43,0.47,0.35,0.16
44,41.17,0.07,93,32.17,1858.74,7.42,1851.31,-0.23,0.16,0.57,-0.09,-0.26,0.04,0.24,0.59,0.38,0.46,0.46,0.16
45,24.02,0.12,88,42.36,1878.03,8.35,1869.68,0.0,-0.57,-0.03,0.08,-0.09,-0.09,0.15,0.52,0.48,0.47,0.58,0.15
46,22.22,0.16,84,9.45,1947.0,5.24,1941.76,-1.19,4.18,3.63,-0.76,-1.28,1.01,0.67,0.82,0.21,0.5,0.49,0.15
