episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-26.0,0.26,74,12.23,29.74,5.9,23.84,-0.08,-0.41,0.01,0.02,-0.06,-0.17,0.14,0.5,0.45,0.47,0.53,0.13
2,-23.0,0.23,77,22.62,61.64,5.18,56.47,-0.45,1.09,2.19,-0.25,-0.5,0.02,0.34,0.61,0.34,0.47,0.4,0.12
3,-21.0,0.21,79,11.16,97.88,3.96,93.92,-1.18,3.98,2.77,-0.7,-1.1,1.02,0.65,0.63,0.29,0.47,0.45,0.12
4,-26.0,0.26,74,25.53,141.03,6.68,134.35,-0.55,1.57,1.86,-0.3,-0.6,0.18,0.46,0.64,0.39,0.46,0.4,0.14
5,-14.0,0.14,86,26.53,180.58,6.09,174.49,-1.1,3.64,3.16,-0.68,-1.08,0.82,0.6,0.74,0.2,0.48,0.4,0.14
6,-19.0,0.19,81,20.15,222.32,5.56,216.77,-1.49,5.51,3.23,-0.96,-1.62,1.79,0.78,0.96,0.06,0.49,0.63,0.12
7,-20.0,0.2,80,12.91,261.21,4.16,257.05,-1.3,4.34,4.39,-0.84,-1.3,0.82,0.64,0.76,0.16,0.5,0.5,0.12
8,-23.0,0.23,77,22,301.45,5.14,296.31,-1.04,3.49,2.64,-0.63,-1.03,0.9,0.57,0.71,0.23,0.46,0.37,0.12
9,-18.0,0.18,82,25.33,340.37,5.51,334.85,-0.57,1.51,0.7,-0.28,-0.48,0.33,0.35,0.52,0.45,0.48,0.38,0.12
10,-24.0,0.24,76,48.42,384.45,9.27,375.18,-0.96,3.19,4.54,-0.63,-1.12,0.56,0.67,0.88,0.21,0.47,0.5,0.11
11,-16.0,0.16,84,57.14,424.46,9.68,414.79,0.02,-0.58,0.03,0.1,-0.06,-0.12,0.23,0.54,0.43,0.44,0.61,0.12
12,-17.0,0.17,83,6.59,463.63,3.46,460.17,-0.76,2.31,1.57,-0.42,-0.7,0.52,0.39,0.6,0.36,0.48,0.33,0.12
13,-15.0,0.15,85,11.79,500.49,4.58,495.91,-0.79,2.25,2.14,-0.46,-0.69,0.37,0.46,0.58,0.28,0.47,0.36,0.14
14,-21.0,0.21,79,14.58,543.4,5.5,537.9,-0.58,1.11,0.82,-0.28,-0.3,0.23,0.24,0.39,0.49,0.46,0.67,0.15
15,-20.0,0.2,80,23.32,589.51,7.26,582.25,-0.56,1.54,1.37,-0.27,-0.5,0.35,0.46,0.56,0.4,0.46,0.34,0.12
16,-22.0,0.22,78,18.67,626.46,7.21,619.26,-1.04,3.43,3.0,-0.63,-1.01,0.66,0.63,0.69,0.26,0.47,0.38,0.23
17,-18.0,0.18,82,13.95,661.4,4.99,656.41,-1.18,3.8,3.06,-0.72,-1.04,0.75,0.55,0.61,0.21,0.48,0.51,0.18
18,-16.0,0.16,84,19.26,707.18,6.18,701.0,-1.02,3.56,3.79,-0.63,-1.15,0.67,0.73,0.82,0.21,0.47,0.52,0.51
19,-17.0,0.17,83,15.86,750.15,5.89,744.27,-0.76,1.94,1.47,-0.41,-0.5,0.4,0.35,0.4,0.39,0.48,0.62,0.38
20,-23.0,0.23,77,19.84,788.69,6.75,781.95,-1.06,3.34,2.82,-0.63,-0.9,0.87,0.48,0.56,0.27,0.49,0.52,0.17
