episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,48.95,0.19,81,11.15,28.6,5.44,23.16,-1.24,4.18,3.38,-0.78,-1.23,0.88,0.64,0.75,0.16,0.49,0.47,0.12
2,38.83,0.16,84,22.88,68.6,5.29,63.31,-0.52,1.35,1.15,-0.28,-0.5,0.42,0.33,0.56,0.32,0.48,0.38,0.14
3,28.19,0.3,70,11.63,105.46,4.03,101.43,-0.36,0.92,1.32,-0.18,-0.44,0.23,0.4,0.63,0.27,0.45,0.44,0.15
4,26.29,0.18,82,29.98,149.77,7.53,142.24,-1.37,4.62,4.32,-0.88,-1.32,1.09,0.67,0.76,0.16,0.51,0.57,0.12
5,28.7,0.16,84,30.48,190.44,6.56,183.88,-0.27,-0.1,-0.04,-0.07,0.04,-0.06,0.05,0.25,0.46,0.48,0.75,0.12
6,21.7,0.27,73,21.97,230.01,5.51,224.49,-1.06,3.38,3.65,-0.67,-1.01,0.58,0.62,0.67,0.2,0.47,0.4,0.14
7,55.27,0.17,83,9.14,256.47,3.24,253.23,-0.85,2.52,2.57,-0.51,-0.75,0.62,0.46,0.59,0.24,0.48,0.39,0.13
8,38.87,0.19,81,18.99,306.79,4.99,301.8,-0.07,-0.49,0.04,0.02,-0.1,-0.07,0.12,0.6,0.42,0.46,0.53,0.12
9,9.81,0.27,73,32.23,339.9,6.23,333.67,-0.61,1.73,2.1,-0.34,-0.59,0.31,0.38,0.57,0.38,0.49,0.3,0.13
10,3.33,0.18,82,47.61,386.09,9.23,376.85,-0.6,1.61,1.33,-0.32,-0.51,0.39,0.32,0.56,0.32,0.48,0.38,0.14
11,-14.83,0.26,74,54.49,424.77,9.55,415.22,-0.08,-0.42,-0.02,0.05,-0.0,-0.25,0.23,0.42,0.54,0.46,0.5,0.16
12,37.06,0.29,71,5.38,455.75,2.94,452.82,-0.08,-0.39,-0.03,0.04,-0.02,-0.2,0.21,0.42,0.46,0.44,0.53,0.14
13,45.63,0.21,79,10.86,494.96,4.23,490.73,-0.61,1.53,1.48,-0.32,-0.5,0.24,0.39,0.54,0.44,0.48,0.39,0.13
14,37.89,0.23,77,14.18,534.92,5.88,529.04,-1.03,3.41,2.55,-0.61,-0.99,0.65,0.57,0.65,0.31,0.49,0.38,0.12
15,30.87,0.2,80,23.94,583.93,7.23,576.7,0.06,-0.66,-0.02,0.13,-0.08,-0.1,0.24,0.59,0.49,0.45,0.68,0.12
16,45.21,0.16,84,18.1,617.96,7.11,610.86,-0.45,1.3,2.13,-0.28,-0.69,0.32,0.39,0.83,0.3,0.47,0.62,0.12
17,41.57,0.23,77,11.17,664.05,4.08,659.97,-1.46,5.29,4.62,-0.94,-1.57,1.26,0.84,0.91,0.13,0.49,0.62,0.17
18,40.57,0.16,84,21.57,701.82,6.75,695.07,-1.11,3.81,2.7,-0.68,-1.14,0.91,0.61,0.74,0.25,0.5,0.41,0.14
19,38.56,0.21,79,16.51,732.94,6.23,726.71,-0.45,1.21,1.38,-0.25,-0.52,0.17,0.35,0.63,0.35,0.48,0.4,0.16
20,26.98,0.24,76,21.74,777.8,6.91,770.89,-1.1,3.7,3.06,-0.67,-1.1,0.75,0.67,0.7,0.24,0.48,0.4,0.12
21,29.37,0.24,76,19.76,806.89,6.39,800.5,-1.0,3.34,3.06,-0.62,-1.06,0.79,0.57,0.75,0.22,0.48,0.41,0.87
22,70.05,0.14,86,2.43,854.2,1.72,852.49,-1.03,3.33,3.48,-0.64,-1.01,0.69,0.54,0.71,0.24,0.49,0.37,0.15
23,39.13,0.11,89,28.52,888.67,7.66,881.01,-0.86,2.51,1.87,-0.49,-0.7,0.74,0.38,0.55,0.32,0.49,0.46,0.17
24,14.38,0.22,78,34.62,933.81,7.4,926.41,-0.56,1.64,1.25,-0.29,-0.58,0.66,0.45,0.64,0.36,0.46,0.33,0.16
25,29.92,0.13,87,32.92,989.57,8.47,981.1,-0.03,-0.53,0.01,0.05,-0.09,-0.12,0.13,0.52,0.42,0.48,0.52,0.24
26,83.46,0.06,94,4.04,1026.5,2.69,1023.81,-0.2,-0.24,-0.02,-0.02,0.03,-0.11,0.15,0.32,0.45,0.46,0.64,0.19
27,46.76,0.15,85,18.22,1080.89,6.72,1074.16,-0.96,2.91,2.52,-0.57,-0.81,0.67,0.42,0.58,0.24,0.49,0.55,0.18
28,28.14,0.17,83,29.73,1096.07,6.84,1089.23,-0.54,1.44,1.75,-0.3,-0.54,0.3,0.36,0.61,0.34,0.47,0.33,0.15
29,53.59,0.1,90,19.49,1148.34,7.1,1141.24,-0.44,1.04,1.01,-0.22,-0.43,0.2,0.34,0.62,0.41,0.46,0.4,0.13
30,42.19,0.13,87,24.03,1205.51,5.79,1199.72,-0.81,2.61,2.28,-0.47,-0.82,0.52,0.53,0.62,0.31,0.48,0.3,0.14
31,38.33,0.11,89,29.08,1248.4,7.3,1241.1,-0.46,1.31,1.05,-0.24,-0.55,0.34,0.39,0.66,0.37,0.46,0.42,0.14
32,26.98,0.13,87,35.05,1281.26,7.95,1273.31,-1.51,5.3,4.27,-0.97,-1.52,1.13,0.75,0.82,0.07,0.5,0.61,0.17
33,-14.9,0.21,79,59.14,1327.29,9.77,1317.52,-1.28,4.5,2.9,-0.8,-1.32,1.24,0.7,0.82,0.15,0.48,0.48,0.17
34,83.67,0.06,94,3.9,1369.12,2.59,1366.53,-0.48,1.33,0.66,-0.26,-0.56,0.45,0.32,0.72,0.23,0.47,0.39,0.16
35,45.83,0.11,89,23.78,1416.67,6.29,1410.38,-1.18,3.96,3.63,-0.76,-1.23,1.08,0.6,0.81,0.12,0.5,0.44,0.15
36,50.13,0.12,88,19.52,1468.79,5.34,1463.45,-0.83,2.21,2.69,-0.47,-0.58,0.47,0.33,0.46,0.36,0.49,0.6,0.16
37,32.97,0.13,87,30.71,1512.56,8.3,1504.25,-0.52,1.3,1.45,-0.29,-0.52,0.19,0.49,0.67,0.36,0.44,0.36,0.2
38,66.1,0.14,86,5.33,1545.97,2.97,1543.0,-0.09,-0.42,0.04,0.01,-0.07,-0.1,0.15,0.54,0.44,0.45,0.51,0.18
39,62.38,0.06,94,18.17,1591.44,5.29,1586.15,0.01,-0.57,0.01,0.07,-0.08,-0.2,0.24,0.57,0.46,0.44,0.61,0.17
40,63.1,0.13,87,8.9,1641.89,3.11,1638.78,-1.07,3.85,2.35,-0.68,-1.24,1.12,0.63,0.94,0.13,0.48,0.53,0.14
41,66.08,0.09,91,12.02,1689.1,3.96,1685.14,-0.89,2.95,2.14,-0.52,-0.9,0.79,0.6,0.74,0.2,0.46,0.34,0.94
42,74.14,0.07,93,9.03,1730.18,5.04,1725.14,-1.09,3.69,3.66,-0.7,-1.18,0.89,0.61,0.81,0.2,0.48,0.43,0.17
43,24.33,0.1,90,39.97,1774.47,8.0,1766.47,-0.7,1.95,2.0,-0.4,-0.6,0.37,0.39,0.51,0.28,0.49,0.46,0.15
44,41.84,0.09,91,28.8,1844.01,7.42,1836.59,-1.55,5.44,3.9,-0.98,-1.53,1.41,0.76,0.84,0.12,0.5,0.62,0.17
45,35.52,0.06,94,36.17,1874.27,7.95,1866.32,-1.0,3.24,2.87,-0.62,-1.01,0.76,0.52,0.71,0.28,0.5,0.36,0.22
46,72.76,0.07,93,9.97,1918.73,5.48,1913.25,-1.34,4.52,3.34,-0.84,-1.26,1.1,0.66,0.71,0.2,0.5,0.56,0.19
47,38.29,0.08,92,32.3,1972.95,6.49,1966.46,-0.24,0.6,0.57,-0.1,-0.47,0.31,0.38,0.82,0.33,0.45,0.67,0.14
48,10.05,0.2,80,40.34,1993.16,7.98,1985.18,-0.83,2.85,3.5,-0.52,-0.99,0.47,0.65,0.8,0.28,0.48,0.52,0.15
49,48.35,0.1,90,23.16,2050.24,7.33,2042.91,-0.11,-0.36,-0.0,0.04,0.0,-0.13,0.23,0.42,0.48,0.44,0.53,0.26
50,69.48,0.1,90,8.37,2099.88,3.08,2096.8,-1.23,4.47,3.3,-0.78,-1.38,1.02,0.74,0.9,0.16,0.48,0.57,0.36
51,84.38,0.06,94,3.43,2129.11,2.21,2126.89,-0.73,2.15,1.1,-0.4,-0.66,0.44,0.37,0.57,0.35,0.48,0.32,0.17
