episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,28.83,0.23,77,11.09,27.79,5.42,22.36,-1.0,3.56,2.15,-0.61,-1.09,0.93,3.0,2.42,1.99,0.49,0.44,0.13
2,24.74,0.22,78,22.1,65.3,5.25,60.05,-0.54,1.64,1.4,-0.28,-0.59,0.27,2.63,1.95,2.42,0.47,0.4,0.14
3,33.27,0.22,78,9.23,100.06,3.47,96.59,0.01,-0.62,-0.03,0.07,-0.1,-0.14,2.31,1.76,2.72,0.45,0.61,0.12
4,29.77,0.15,85,30.79,152.65,7.66,144.99,-0.61,2.06,1.44,-0.35,-0.8,0.63,2.62,2.05,2.44,0.47,0.58,0.13
5,31.0,0.18,82,23.95,182.87,5.8,177.07,-0.36,1.07,1.3,-0.18,-0.55,0.29,2.35,1.71,2.55,0.44,0.64,0.12
6,27.42,0.22,78,18.46,222.31,5.38,216.92,-0.42,1.11,1.01,-0.2,-0.47,0.28,2.53,1.92,2.38,0.46,0.42,0.21
7,28.37,0.23,77,11.74,265.12,3.88,261.25,-1.54,5.54,5.34,-1.01,-1.66,1.21,3.16,2.57,1.7,0.5,0.64,0.12
8,29.95,0.18,82,22.12,302.76,5.05,297.71,-1.17,3.86,2.9,-0.72,-1.07,0.94,3.16,2.52,1.74,0.5,0.51,0.15
9,21.98,0.22,78,26.28,343.67,5.37,338.31,-0.3,0.01,-0.07,-0.07,0.09,-0.13,2.64,2.06,2.36,0.47,0.75,0.12
10,6.15,0.23,77,48.21,386.61,9.26,377.35,-0.64,1.87,1.22,-0.35,-0.61,0.55,2.75,2.31,2.34,0.49,0.33,0.12
11,2.72,0.23,77,54.86,426.22,9.57,416.65,-0.83,2.78,3.47,-0.52,-1.01,0.58,2.82,2.12,2.22,0.48,0.53,0.15
12,29.96,0.24,76,6.49,462.81,3.41,459.39,-1.04,3.21,3.28,-0.63,-0.91,0.86,3.01,2.47,1.91,0.49,0.53,0.15
13,33.04,0.2,80,13.32,497.22,4.79,492.42,-0.65,1.79,0.98,-0.35,-0.56,0.61,2.7,2.22,2.25,0.48,0.38,0.15
14,33.24,0.19,81,14.52,539.32,5.74,533.58,-1.07,3.39,3.82,-0.68,-1.06,0.86,3.02,2.47,1.94,0.5,0.4,0.16
15,31.66,0.17,83,23.12,585.28,6.94,578.34,-0.81,2.64,1.75,-0.45,-0.8,0.61,2.77,2.13,2.24,0.48,0.3,0.15
16,37.6,0.15,85,19.67,623.31,7.42,615.88,-0.65,1.86,1.31,-0.34,-0.54,0.32,2.79,2.11,2.09,0.47,0.34,0.12
17,43.36,0.15,85,10.49,663.22,4.19,659.04,-0.54,1.48,2.4,-0.32,-0.6,0.26,2.69,2.11,2.34,0.48,0.36,0.12
18,20.35,0.25,75,20.19,707.5,6.33,701.17,-1.13,3.65,2.69,-0.68,-0.99,0.99,3.04,2.44,1.81,0.49,0.5,0.13
19,36.54,0.16,84,17.24,743.57,6.36,737.21,-0.47,1.29,1.32,-0.25,-0.52,0.42,2.83,2.25,2.29,0.49,0.38,0.15
20,22.73,0.24,76,20.84,788.0,6.68,781.32,-0.52,1.24,1.6,-0.28,-0.45,0.28,2.66,2.03,2.14,0.46,0.4,0.14
21,22.06,0.2,80,30.99,820.98,7.18,813.8,-0.48,1.57,1.84,-0.26,-0.68,0.49,2.59,2.01,2.49,0.47,0.61,0.81
22,55.77,0.11,89,2.61,869.69,1.8,867.89,-0.55,1.74,1.34,-0.3,-0.69,0.44,2.71,2.07,2.34,0.47,0.49,0.17
23,38.06,0.12,88,27.07,906.22,7.31,898.91,-0.0,-0.58,-0.03,0.09,-0.06,-0.1,2.19,1.67,2.86,0.45,0.6,0.13
24,36.0,0.1,90,34,957.15,7.42,949.73,-0.5,1.26,0.75,-0.24,-0.41,0.23,2.6,1.92,2.29,0.45,0.38,0.13
25,31.66,0.09,91,38.86,1011.77,8.79,1002.99,-1.42,4.74,4.76,-0.9,-1.31,0.97,3.34,2.62,1.63,0.5,0.57,0.12
26,58.03,0.1,90,3.33,1041.88,2.28,1039.6,-0.46,1.19,1.47,-0.25,-0.53,0.28,2.53,1.82,2.41,0.45,0.41,0.12
27,52.28,0.08,92,16.37,1082.94,6.42,1076.52,-0.06,-0.47,0.01,0.04,-0.07,-0.17,2.38,1.8,2.5,0.45,0.55,0.13
28,32.2,0.15,85,27.33,1155.71,6.81,1148.89,-0.9,3.03,3.72,-0.57,-1.03,0.7,2.72,2.14,2.21,0.47,0.46,0.13
29,49.37,0.09,91,18.07,1188.96,6.9,1182.07,-0.28,0.5,0.98,-0.11,-0.32,0.06,2.35,1.66,2.68,0.45,0.49,0.15
30,46.33,0.07,93,25.16,1217.72,6.02,1211.7,-0.5,1.68,1.94,-0.27,-0.71,0.21,2.68,2.0,2.37,0.47,0.6,0.13
31,41.59,0.09,91,26.73,1281.21,6.55,1274.66,-0.89,2.43,2.6,-0.52,-0.7,0.43,3.06,2.29,1.86,0.48,0.57,0.13
32,45.01,0.04,96,32.88,1325.56,7.23,1318.33,-1.04,3.71,2.91,-0.64,-1.19,0.94,2.88,2.19,2.02,0.47,0.52,0.12
33,20.72,0.1,90,55.11,1367.54,9.58,1357.96,-0.53,1.51,1.92,-0.29,-0.6,0.38,2.47,1.88,2.53,0.46,0.41,0.12
34,60.6,0.08,92,4.84,1423.45,3.1,1420.35,-0.41,1.39,1.06,-0.21,-0.63,0.47,2.45,1.88,2.39,0.45,0.62,0.12
35,45.5,0.06,94,26.43,1468.63,6.63,1462.0,-0.7,1.88,1.47,-0.37,-0.56,0.36,2.92,2.33,2.27,0.5,0.43,0.14
36,41.77,0.08,92,29.39,1511.99,6.62,1505.37,-0.61,1.51,1.0,-0.32,-0.43,0.32,2.74,1.99,2.28,0.47,0.42,0.14
37,46.61,0.03,97,33.15,1553.28,8.43,1544.85,-0.48,1.37,1.67,-0.24,-0.51,0.25,2.63,1.97,2.4,0.47,0.37,0.13
38,60.8,0.06,94,6.89,1573.81,3.64,1570.17,-1.3,4.66,4.69,-0.84,-1.44,0.94,3.11,2.42,1.76,0.48,0.58,0.13
39,47.48,0.06,94,25.02,1645.7,6.06,1639.64,-0.69,1.68,1.12,-0.36,-0.44,0.44,2.72,2.21,2.28,0.48,0.63,0.17
40,58.6,0.07,93,8.13,1684.44,2.93,1681.51,-0.71,1.82,1.19,-0.38,-0.51,0.43,2.87,2.27,2.0,0.48,0.62,0.14
41,48.94,0.11,89,10.85,1729.01,3.68,1725.33,-0.71,1.8,2.49,-0.41,-0.59,0.23,2.89,2.35,2.21,0.5,0.48,0.84
42,63.97,0.04,96,8.44,1775.21,4.71,1770.5,-0.37,0.9,1.01,-0.18,-0.43,0.12,2.66,1.97,2.37,0.47,0.45,0.13
43,38.2,0.08,92,34.6,1842.94,7.64,1835.3,-0.09,-0.45,0.05,-0.0,-0.08,-0.05,2.42,2.01,2.5,0.46,0.5,0.13
44,49.29,0.05,95,27.15,1889.47,7.11,1882.36,-0.05,-0.52,0.09,0.03,-0.1,-0.1,2.2,1.63,2.8,0.44,0.56,0.14
45,39.56,0.07,93,35.01,1932.58,7.93,1924.65,-0.39,0.9,1.29,-0.18,-0.41,0.06,2.5,1.88,2.5,0.46,0.43,0.14
46,54.7,0.08,92,10.22,2004.57,5.61,1998.96,-1.39,4.7,3.9,-0.88,-1.33,1.12,3.22,2.52,1.62,0.49,0.55,0.13
47,37.68,0.06,94,41.06,2036.37,7.47,2028.89,-0.42,1.22,1.22,-0.21,-0.51,0.16,2.37,1.78,2.37,0.44,0.47,0.13
48,31.17,0.09,91,40.36,2070.25,8.2,2062.04,-0.91,2.56,3.16,-0.55,-0.74,0.34,3.06,2.52,1.81,0.49,0.57,0.16
49,52.12,0.05,95,21.09,2110.35,6.88,2103.47,-0.71,1.96,2.08,-0.41,-0.62,0.55,2.78,2.3,2.1,0.48,0.47,0.16
50,55.49,0.08,92,9.6,2175.32,3.39,2171.93,-1.02,3.49,3.16,-0.65,-1.14,0.91,2.97,2.38,1.9,0.48,0.45,0.16
51,57.7,0.1,90,3.43,2190.17,2.22,2187.96,-0.19,-0.24,-0.08,-0.02,0.02,-0.1,2.3,1.93,2.62,0.46,0.63,0.14
52,61.99,0.01,99,17.6,2244.93,3.84,2241.09,-0.95,3.34,2.35,-0.59,-1.11,0.87,2.8,2.12,2.04,0.46,0.5,0.13
53,34.51,0.09,91,38.23,2249.2,7.26,2241.93,-0.51,0.98,0.55,-0.22,-0.25,0.2,2.57,1.91,2.31,0.45,0.57,0.14
54,59.5,0.04,96,15.44,2332.72,4.64,2328.08,-0.11,-0.35,0.03,0.02,-0.01,-0.09,2.4,1.82,2.5,0.45,0.53,0.13
55,50.21,0.07,93,20.63,2419.2,5.83,2413.38,-0.72,1.84,1.12,-0.38,-0.5,0.44,2.66,2.02,2.19,0.46,0.55,0.13
56,58.9,0.04,96,14.86,2427.55,5.17,2422.38,-0.27,-0.12,-0.1,-0.06,0.06,-0.01,2.48,1.95,2.62,0.47,0.75,0.13
57,53.74,0.06,94,17.88,2483.25,5.36,2477.89,-0.49,1.28,0.71,-0.26,-0.51,0.34,2.68,2.07,2.16,0.46,0.36,0.13
58,68.87,0.02,98,6.13,2554.96,3.31,2551.65,-0.18,-0.24,-0.03,-0.02,-0.0,-0.14,2.66,2.04,2.38,0.47,0.62,0.14
59,46.13,0.08,92,22.46,2617.73,5.6,2612.13,-0.94,2.72,2.29,-0.55,-0.74,0.63,2.91,2.33,2.0,0.48,0.56,0.13
60,57.62,0.02,98,19.53,2641.05,4.3,2636.76,-1.11,3.45,3.06,-0.67,-0.97,0.89,3.01,2.42,1.91,0.49,0.51,0.16
61,39.82,0.06,94,34.49,2694.49,7.92,2686.57,-1.1,3.56,3.07,-0.67,-1.03,0.88,3.07,2.4,1.93,0.49,0.45,0.14
62,63.49,0.05,95,6.67,2734.34,3.54,2730.8,-0.2,-0.26,-0.01,-0.03,0.01,0.01,2.43,1.96,2.63,0.47,0.66,0.81
63,57.43,0.06,94,13.83,2792.85,6.6,2786.26,-0.39,0.92,0.97,-0.17,-0.4,0.27,2.4,1.77,2.53,0.45,0.42,0.16
64,64.09,0.04,96,7.19,2814.27,4.08,2810.19,-1.29,4.64,3.55,-0.83,-1.43,1.34,2.98,2.43,1.84,0.48,0.58,0.16
65,49.57,0.03,97,30.57,2923.79,7.19,2916.6,-0.07,-0.22,0.67,0.02,-0.18,-0.13,2.41,1.75,2.54,0.45,0.57,0.15
66,33.39,0.1,90,36.71,2946.52,6.94,2939.58,-0.71,2.39,2.63,-0.44,-0.9,0.35,2.77,2.07,2.2,0.47,0.56,0.13
67,40.33,0.06,94,33.89,2988.05,7.43,2980.62,-1.32,4.64,3.31,-0.83,-1.36,1.02,3.22,2.47,1.69,0.49,0.48,0.13
68,60.81,0.02,98,14.79,3049.96,5.17,3044.8,-1.12,3.43,3.87,-0.7,-1.01,0.75,2.98,2.6,1.91,0.5,0.5,0.14
69,39.99,0.08,92,30.6,3073.42,6.47,3066.96,-0.87,2.47,2.98,-0.52,-0.73,0.57,2.83,2.36,2.12,0.49,0.57,0.16
70,49.76,0.04,96,27,3111.73,6.98,3104.75,-0.32,0.91,1.5,-0.18,-0.56,0.22,2.57,1.95,2.49,0.47,0.65,0.14
71,63.88,0.03,97,11.46,3200.51,3.6,3196.91,-0.1,-0.35,-0.06,0.04,-0.01,-0.16,2.5,1.76,2.56,0.46,0.52,0.12
72,53.69,0.0,100,29.66,3237.46,5.99,3231.48,-1.19,4.07,3.13,-0.75,-1.21,0.96,2.96,2.33,1.78,0.47,0.44,0.13
73,61.55,0.07,93,5.76,3238.25,3.09,3235.16,-0.06,-0.46,0.05,0.03,-0.06,-0.12,2.29,1.99,2.47,0.45,0.52,0.16
74,56.37,0.04,96,16.92,3329.85,6.48,3323.38,-1.32,4.51,3.6,-0.83,-1.31,1.0,3.09,2.4,1.85,0.49,0.49,0.21
75,38.01,0.03,97,44.07,3402.22,7.23,3394.99,-0.79,2.15,2.06,-0.43,-0.59,0.4,2.72,2.06,2.28,0.47,0.48,0.38
76,62.66,0.03,97,12.44,3512.15,6.26,3505.9,-0.97,3.49,2.38,-0.6,-1.14,1.05,2.71,2.17,2.08,0.46,0.51,0.6
77,45.23,0.05,95,29.29,3499.84,6.37,3493.47,-1.29,4.53,3.39,-0.83,-1.36,1.11,3.13,2.48,1.79,0.49,0.49,0.18
78,48.89,0.05,95,24,3560.18,7.24,3552.95,-1.39,4.83,3.68,-0.89,-1.4,1.22,3.28,2.61,1.61,0.5,0.52,0.17
79,60.64,0.05,95,11.07,3610.59,4.55,3606.04,-0.67,2.36,1.8,-0.38,-0.85,0.64,2.59,2.02,2.26,0.46,0.56,0.13
80,49.71,0.07,93,21.99,3593.3,4.95,3588.34,-0.7,2.26,2.15,-0.45,-0.89,0.68,2.6,1.98,2.13,0.45,0.57,0.12
81,52.64,0.03,97,24.02,3668.75,5.19,3663.57,-1.2,3.84,3.47,-0.74,-1.08,0.79,3.09,2.43,1.78,0.49,0.51,0.12
82,64.0,0.02,98,11.16,3703.09,4.11,3698.98,-1.21,3.97,4.74,-0.79,-1.21,0.84,2.97,2.44,1.97,0.49,0.45,0.81
83,65.0,0.01,99,12.67,3782.68,6.06,3776.63,-0.89,2.53,2.12,-0.51,-0.66,0.53,2.95,2.25,2.02,0.48,0.58,0.13
84,68.52,0.04,96,2.5,3911.83,1.75,3910.08,-0.31,0.39,0.51,-0.13,-0.25,0.1,2.49,2.0,2.49,0.46,0.45,0.13
85,47.63,0.05,95,29.65,3845.19,6.03,3839.16,-0.07,-0.44,0.01,0.04,-0.03,-0.14,2.32,1.61,2.63,0.44,0.55,0.13
86,70.16,0.03,97,3.69,3922.9,2.44,3920.45,-0.53,1.52,1.1,-0.28,-0.59,0.38,2.5,1.84,2.39,0.45,0.42,0.16
87,57.84,0.03,97,17.32,4006.87,6.52,4000.35,-0.75,2.65,2.75,-0.44,-0.93,0.55,2.78,2.16,2.35,0.49,0.54,0.16
88,70.35,0.02,98,6.2,4019.93,3.42,4016.51,0.03,-0.64,0.02,0.1,-0.07,-0.19,2.13,1.56,2.92,0.44,0.63,0.16
89,73.09,0.0,100,5.84,4075.54,3.74,4071.8,-0.74,2.47,2.58,-0.46,-0.93,0.58,2.66,2.09,2.17,0.46,0.55,0.16
90,65.82,0.05,95,2.31,4072.12,1.65,4070.46,-0.12,-0.34,0.03,0.02,-0.01,-0.09,2.81,2.18,2.34,0.49,0.62,0.13
91,65.1,0.03,97,10.78,4134.12,4.6,4129.53,0.06,-0.68,0.12,0.08,-0.15,-0.1,2.27,1.73,2.61,0.44,0.67,0.16
92,51.61,0.04,96,21.77,4240.83,4.89,4235.94,-1.72,6.04,6.24,-1.14,-1.76,1.24,3.35,2.81,1.51,0.51,0.67,0.15
93,50.69,0.03,97,30.06,4297.32,6.8,4290.52,-0.14,0.24,0.84,-0.03,-0.35,0.02,2.16,1.57,2.74,0.43,0.69,0.17
94,70.69,0.0,100,7.98,4378.92,3.66,4375.26,-0.92,3.09,3.44,-0.58,-1.04,0.72,2.76,2.3,2.07,0.48,0.42,0.16
95,52.89,0.01,99,28.93,4406.94,6.19,4400.75,0.02,-0.59,0.09,0.08,-0.11,-0.16,2.52,1.93,2.58,0.47,0.6,0.13
96,56.32,0.09,91,6.46,4323.55,4.12,4319.43,-0.23,-0.18,-0.07,-0.03,0.05,-0.11,2.62,2.12,2.43,0.48,0.71,0.13
97,47.23,0.03,97,30.97,4478.19,6.95,4471.24,-1.43,5.13,4.66,-0.94,-1.57,1.18,3.16,2.5,1.67,0.49,0.61,0.13
98,69.22,0.02,98,6.29,4382.76,4.02,4378.73,-0.84,2.43,2.19,-0.49,-0.71,0.4,2.81,2.08,2.05,0.46,0.4,0.13
99,67.65,0.02,98,7.33,4531.06,4.04,4527.02,-0.61,1.44,1.2,-0.31,-0.43,0.25,2.8,2.06,2.32,0.48,0.47,0.16
100,43.96,0.03,97,35.13,4592.35,8.21,4584.14,-1.45,4.89,4.7,-0.94,-1.39,1.1,3.08,2.48,1.78,0.49,0.58,0.13
101,54.02,0.0,100,29.32,4658.46,7.5,4650.96,-0.88,2.73,2.8,-0.53,-0.85,0.53,2.83,2.16,2.06,0.47,0.32,0.13
102,67.55,0.03,97,5.22,4737.48,2.96,4734.52,-1.04,3.67,2.77,-0.65,-1.19,0.89,2.92,2.22,2.04,0.48,0.52,0.12
103,57.62,0.03,97,19.07,4732.12,5.13,4726.99,-0.86,2.65,2.06,-0.49,-0.78,0.61,2.71,2.04,2.2,0.46,0.32,0.89
104,61.04,0.0,100,20.6,4808.68,5.72,4802.96,-0.28,0.46,0.62,-0.11,-0.31,0.1,2.57,1.98,2.47,0.47,0.44,0.14
105,65.4,0.0,100,16.92,4824.21,6.43,4817.78,-0.35,1.03,1.49,-0.16,-0.52,0.25,2.28,1.62,2.69,0.44,0.64,0.13
106,66.21,0.02,98,8.74,4884.88,4.92,4879.96,-0.7,1.75,1.92,-0.38,-0.47,0.33,2.89,2.32,2.07,0.48,0.63,0.13
107,55.55,0.04,96,19.09,4927.42,6.34,4921.08,-0.69,1.82,1.47,-0.36,-0.5,0.37,2.75,2.18,2.16,0.47,0.53,0.13
108,66.59,0.0,100,13.78,4971.8,3.56,4968.24,-0.9,3.16,2.79,-0.55,-1.06,0.58,2.77,2.13,2.08,0.46,0.51,0.13
109,62.87,0.02,98,18.32,5012.92,4.49,5008.43,0.1,-0.76,0.14,0.12,-0.13,-0.15,1.96,1.29,2.78,0.4,0.75,0.13
110,61.83,0.02,98,15.49,5081.29,4.53,5076.76,-0.89,2.66,2.39,-0.53,-0.78,0.65,2.78,2.18,2.05,0.47,0.39,0.13
111,45.82,0.02,98,38.04,5119.6,8.72,5110.88,-0.38,1.14,1.53,-0.19,-0.57,0.32,2.32,1.7,2.52,0.44,0.63,0.13
