r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
40.734325,100,31.576721,0.82,1.0,40.73,0.26,74.0,6.55,24.47,4.89,19.51,0.06,59.81,27.63,2.43,0.5,56.0,18.0,0.0,0.2
78.3492,100,31.576721,0.82,11.0,78.35,0.07,93.0,4.49,20.66,3.34,17.25,0.07,103.33,38.58,2.67,0.07,37.0,29.0,27.0,0.2
64.78739,100,31.576721,0.82,1.0,64.79,0.14,86.0,5.47,21.04,4.4,16.58,0.06,83.24,42.1,4.55,0.22,28.0,43.0,15.0,0.2
58.583183,100,31.576721,0.76,11.0,58.58,0.16,84.0,7.12,27.79,5.27,22.43,0.09,43.99,20.93,4.38,0.24,22.0,16.0,46.0,0.2
58.687065,100,34.096572,0.85,15.0,58.69,0.16,84.0,5.98,27.5,4.45,22.98,0.07,58.77,37.01,2.39,0.06,26.0,33.0,25.0,0.21
61.697952,100,34.096572,0.85,5.0,61.7,0.16,84.0,3.77,18.93,3.07,15.79,0.07,70.69,31.9,4.19,0.29,49.0,22.0,13.0,0.21
58.22642,100,34.096572,0.81,3.0,58.23,0.17,83.0,6.34,23.38,4.61,18.7,0.07,79.53,27.83,2.38,0.13,31.0,34.0,18.0,0.21
54.833847,100,34.096572,-1.0,24.0,54.83,0.19,81.0,4.95,22.14,3.93,18.12,0.1,44.53,21.27,3.33,0.2,13.0,37.0,31.0,0.21
44.769127,100,36.820711,0.83,9.0,44.77,0.24,76.0,3.24,23.74,3.35,20.32,0.07,58.86,19.93,3.1,0.17,36.0,17.0,23.0,0.21
51.12642,100,36.820711,0.83,13.0,51.13,0.21,79.0,3.8,21.79,4.12,17.59,0.08,93.24,40.5,1.98,0.24,18.0,16.0,45.0,0.21
69.57536,100,36.820711,0.86,23.0,69.58,0.11,89.0,4.31,23.62,4.34,19.21,0.07,48.77,11.23,3.14,0.34,59.0,13.0,17.0,0.21
61.29476,100,36.820711,0.82,7.0,61.29,0.16,84.0,4.43,20.08,4.56,15.45,0.07,110.69,40.49,2.56,0.23,45.0,23.0,16.0,0.21
51.538,100,39.387972,0.83,17.0,51.54,0.21,79.0,2.34,20.55,2.81,17.67,0.07,99.95,31.22,3.18,0.24,45.0,16.0,18.0,0.21
73.11301,100,39.387972,-1.0,24.0,73.11,0.1,90.0,2.24,19.29,2.72,16.51,0.06,61.67,31.23,2.8,0.42,57.0,33.0,0.0,0.21
73.784294,100,39.387972,0.88,9.0,73.78,0.1,90.0,2.47,17.51,3.0,14.44,0.06,67.11,20.68,2.21,0.24,37.0,43.0,10.0,0.21
56.77635,100,39.387972,0.85,11.0,56.78,0.18,82.0,2.83,22.05,3.48,18.49,0.08,31.43,19.49,17.54,0.2,13.0,31.0,38.0,0.21
50.510254,100,41.695416,0.8,5.0,50.51,0.2,80.0,10.03,29.35,7.03,22.23,0.09,64.49,16.85,3.14,0.45,26.0,0.0,54.0,0.23
55.6729,100,41.695416,-1.0,24.0,55.67,0.18,82.0,10.95,25.27,7.59,17.59,0.09,79.39,25.43,3.33,0.3,14.0,17.0,51.0,0.23
61.938038,100,41.695416,0.84,19.0,61.94,0.15,85.0,11.65,23.67,7.97,15.62,0.07,64.63,15.64,3.27,0.17,40.0,27.0,18.0,0.23
47.13051,100,41.695416,0.8,17.0,47.13,0.22,78.0,10.13,28.18,7.15,20.92,0.11,57.96,25.4,2.84,0.53,0.0,16.0,62.0,0.23
44.348248,100,44.095545,0.79,15.0,44.35,0.24,76.0,10.66,25.06,7.63,17.37,0.06,75.06,31.96,1.43,0.32,46.0,21.0,9.0,0.21
64.842,100,44.095545,0.86,3.0,64.84,0.13,87.0,8.87,26.16,7.13,18.97,0.07,69.5,35.33,1.52,0.32,56.0,14.0,17.0,0.21
54.32611,100,44.095545,0.83,1.0,54.33,0.19,81.0,7.16,23.64,6.08,17.51,0.06,33.35,17.5,5.83,0.37,45.0,36.0,0.0,0.21
41.69074,100,44.095545,0.78,7.0,41.69,0.25,75.0,8.93,27.48,7.17,20.24,0.07,61.73,24.23,3.72,0.49,55.0,0.0,20.0,0.21
45.69517,100,46.496945,0.82,17.0,45.7,0.23,77.0,7.32,26.78,6.23,20.44,0.1,43.86,35.34,4.84,0.52,17.0,0.0,60.0,0.2
61.465244,100,46.496945,0.83,11.0,61.47,0.15,85.0,8.8,25.0,6.76,18.16,0.07,69.37,27.23,4.3,0.11,34.0,31.0,20.0,0.2
68.00835,100,46.496945,0.81,15.0,68.01,0.12,88.0,6.73,22.7,6.11,16.55,0.05,81.68,32.37,4.13,0.49,23.0,65.0,0.0,0.2
43.54519,100,46.496945,-1.0,24.0,43.55,0.24,76.0,7.32,27.59,6.35,21.13,0.11,56.54,30.4,1.83,0.54,0.0,15.0,61.0,0.2
52.8717,100,49.244769,0.81,11.0,52.87,0.19,81.0,7.46,27.93,6.14,21.7,0.09,50.76,25.73,3.99,0.24,22.0,15.0,44.0,0.22
59.95974,100,49.244769,0.83,23.0,59.96,0.16,84.0,6.29,23.88,5.48,18.33,0.07,79.64,30.62,2.48,0.35,56.0,12.0,16.0,0.22
68.07633,100,49.244769,-1.0,24.0,68.08,0.12,88.0,6.77,22.52,5.68,16.77,0.07,31.82,25.0,3.15,0.42,56.0,32.0,0.0,0.22
61.381958,100,49.244769,0.85,1.0,61.38,0.15,85.0,8.33,25.23,6.56,18.56,0.11,57.09,24.07,3.31,0.21,30.0,14.0,41.0,0.22
60.20489,100,51.929268,0.87,13.0,60.2,0.16,84.0,4.57,23.18,3.8,19.29,0.1,39.46,20.68,2.12,0.28,15.0,19.0,50.0,0.21
54.918304,100,51.929268,0.82,21.0,54.92,0.19,81.0,5.0,21.9,4.3,17.53,0.07,73.14,33.29,7.75,0.28,48.0,19.0,14.0,0.21
69.310524,100,51.929268,-1.0,24.0,69.31,0.12,88.0,3.45,19.17,2.77,16.34,0.05,69.86,27.29,4.67,0.44,30.0,58.0,0.0,0.21
74.41524,100,51.929268,0.8,1.0,74.42,0.09,91.0,7.46,20.92,5.51,15.36,0.05,78.96,30.68,3.05,0.37,51.0,40.0,0.0,0.21
56.52197,100,54.169569,0.84,21.0,56.52,0.18,82.0,5.48,22.8,5.27,17.44,0.08,82.87,23.7,2.58,0.15,34.0,16.0,32.0,0.23
56.44447,100,54.169569,0.81,17.0,56.44,0.18,82.0,5.02,23.02,4.89,18.05,0.08,75.95,42.15,1.16,0.19,15.0,29.0,38.0,0.23
63.483818,100,54.169569,0.83,13.0,63.48,0.15,85.0,3.24,19.32,3.27,16.0,0.05,94.74,39.88,2.72,0.36,46.0,39.0,0.0,0.23
53.48724,100,54.169569,0.8,15.0,53.49,0.19,81.0,4.22,26.12,4.15,21.88,0.09,60.18,24.76,4.08,0.16,19.0,23.0,39.0,0.23
53.671654,100,56.595268,0.79,13.0,53.67,0.19,81.0,10.12,25.57,6.85,18.67,0.06,77.55,38.61,1.9,0.48,58.0,23.0,0.0,0.2
55.883686,100,56.595268,0.8,21.0,55.88,0.17,83.0,12.12,30.13,7.92,22.12,0.09,56.66,26.0,3.83,0.13,22.0,23.0,38.0,0.2
48.621902,100,56.595268,0.76,13.0,48.62,0.21,79.0,12.63,29.37,8.2,21.09,0.09,79.39,23.4,2.13,0.14,24.0,19.0,36.0,0.2
35.842148,100,56.595268,0.79,13.0,35.84,0.28,72.0,12.31,28.08,8.02,19.97,0.09,64.32,20.52,3.66,0.36,39.0,0.0,33.0,0.2
72.51183,100,66.637186,0.84,9.0,72.51,0.1,90.0,3.76,20.89,3.58,17.24,0.06,123.8,38.84,2.86,0.26,44.0,37.0,9.0,0.2
61.707855,100,66.637186,0.86,23.0,61.71,0.15,85.0,6.26,24.32,5.35,18.89,0.07,30.3,8.91,10.92,0.35,12.0,57.0,16.0,0.2
55.055622,100,66.637186,0.83,7.0,55.06,0.18,82.0,6.46,27.07,5.27,21.71,0.09,91.47,22.5,2.56,0.18,19.0,22.0,41.0,0.2
71.11146,100,66.637186,0.81,7.0,71.11,0.1,90.0,4.96,24.6,4.42,20.13,0.05,61.97,37.7,0.65,0.44,59.0,31.0,0.0,0.2
60.759434,100,69.13141,0.85,15.0,60.76,0.15,85.0,5.45,26.98,4.08,22.85,0.05,48.47,10.59,1.84,0.37,47.0,38.0,0.0,7.79
61.37364,100,69.13141,0.82,7.0,61.37,0.15,85.0,8.16,25.26,5.64,19.53,0.09,52.51,21.98,3.25,0.33,17.0,55.0,13.0,7.79
75.942726,100,69.13141,0.89,13.0,75.94,0.08,92.0,5.66,21.93,4.47,17.39,0.07,61.48,26.42,3.42,0.27,23.0,53.0,16.0,7.79
77.37301,100,69.13141,0.88,19.0,77.37,0.07,93.0,7.94,23.17,5.52,17.59,0.06,52.3,24.16,3.7,0.42,58.0,35.0,0.0,7.79
74.69651,100,71.752764,0.82,1.0,74.7,0.08,92.0,6.12,25.17,5.33,19.78,0.05,67.63,22.56,2.35,0.42,58.0,34.0,0.0,0.21
76.88291,100,71.752764,0.77,15.0,76.88,0.07,93.0,7.65,24.43,5.94,18.43,0.06,56.51,27.23,5.05,0.47,27.0,66.0,0.0,0.22
75.11054,100,71.752764,0.92,15.0,75.11,0.07,93.0,9.86,28.98,7.35,21.55,0.08,64.93,33.75,0.78,0.14,26.0,24.0,43.0,0.22
74.823166,100,71.752764,0.81,15.0,74.82,0.08,92.0,5.02,24.84,4.37,20.39,0.08,46.49,22.36,5.04,0.37,41.0,51.0,0.0,0.22
83.68411,100,73.910926,0.85,17.0,83.68,0.04,96.0,7.15,21.7,6.22,15.42,0.06,86.07,34.96,1.93,0.26,50.0,33.0,13.0,0.2
57.95523,100,73.910926,0.83,3.0,57.96,0.16,84.0,7.45,29.58,6.25,23.26,0.07,37.65,34.31,3.31,0.28,51.0,17.0,16.0,0.2
70.15363,100,73.910926,0.87,23.0,70.15,0.09,91.0,9.21,32.11,7.36,24.68,0.07,46.37,30.16,3.07,0.25,49.0,27.0,15.0,0.2
68.052246,100,73.910926,-1.0,24.0,68.05,0.12,88.0,6.89,22.59,5.91,16.59,0.09,58.56,24.55,4.27,0.07,33.0,24.0,31.0,0.2
